Obj1_Feature1_binary,Obj1_Feature2_nominal,Obj1_Feature3_ordinal,Obj1_Feature4_numeric,Obj1_Feature5_binary,Obj1_Feature6_nominal,Obj1_Feature7_ordinal,Obj2_Feature1_binary,Obj2_Feature2_nominal,Obj2_Feature3_ordinal,Obj2_Feature4_numeric,Obj2_Feature5_binary,Obj2_Feature6_nominal,Obj2_Feature7_ordinal,Collision
1,B,High,-1.248459990994553,1,A,Medium,0,A,Medium-Low,0.6638609323657664,0,B,Medium,0
0,B,Medium,-0.34874123438911725,0,C,Medium-High,1,B,High,0.2820203587517457,0,C,High,0
1,C,Medium-High,-1.0013578203370208,0,C,Medium,0,C,Medium-High,-2.202699573423129,1,A,Medium-High,0
0,B,Medium-Low,0.3715852476787744,0,A,Medium,0,B,Low,1.1951510044988476,0,B,Medium-Low,1
0,B,High,0.041181636447948596,1,B,Medium-Low,0,B,High,-0.04625180780241284,1,A,High,0
1,B,Medium,0.4477261395375695,1,C,Medium-Low,0,C,Medium-Low,-0.21265891108618237,1,B,High,1
0,A,Medium-High,1.2124583755406333,1,B,High,1,B,Low,-0.7161460546313094,1,A,Medium,1
0,C,Low,0.49836919686455755,1,C,High,1,B,Medium,-0.23232490134662767,0,A,Medium-Low,1
0,A,Medium-Low,0.20272325436030733,1,A,Low,1,A,High,-0.6439560882066213,1,B,Low,0
0,A,High,-1.424203958774978,0,B,Medium-Low,0,C,Medium-High,0.6824270158846545,0,C,Medium-Low,0
0,C,Medium-High,-0.11362721428037352,0,A,Medium-Low,0,A,Low,0.991031353451941,0,A,Low,1
1,A,Medium,-0.24808519114303526,0,A,High,1,B,Low,-0.7179465600405069,0,A,Medium-High,0
1,B,Medium-Low,0.2582615082070468,1,C,High,1,B,Medium-Low,-0.5107542204045395,1,C,Medium-High,0
1,B,High,-1.6141487791489466,1,B,Medium,0,A,Medium-High,-0.7243482203052917,1,C,Medium,0
0,A,Medium-High,-0.2553512523876192,1,A,High,1,C,High,0.5358319360258089,1,C,Medium,1
1,C,Low,-0.9969917711751325,1,A,Medium-High,0,B,Low,0.5186512540352484,1,B,High,0
0,B,Medium-Low,-0.49992794123089407,0,A,Medium,0,C,Medium-Low,0.7073600127779219,1,B,High,1
0,C,Medium-Low,-1.6365726037416992,0,A,Medium,0,A,Low,-0.00044351935358129084,1,B,Medium-Low,0
0,B,Medium-Low,0.5433736036216862,1,C,High,1,B,Medium-Low,0.20753982543543015,0,B,High,1
0,A,High,-1.1566859077535896,1,C,Low,0,B,High,1.1811218675645998,0,B,Medium,0
0,B,High,1.3039668598134249,0,A,Medium,0,A,High,-0.4923276368521752,1,C,Medium,1
1,C,Medium-High,0.187373282412216,0,A,Medium-Low,1,A,Medium-Low,0.5577495727138931,1,C,Medium-Low,1
0,C,High,-0.07512211971771761,1,B,Low,1,A,Low,1.5326028496103898,0,B,Medium,1
1,B,Medium-Low,-0.30442462055582503,1,C,Medium-Low,1,B,Medium,0.8115821811620779,1,A,Low,1
1,A,High,0.32222595511131613,0,A,Medium-High,1,A,Medium,-0.34438573270911355,1,B,Medium-High,0
1,A,Medium-Low,0.7059835657079319,0,B,High,1,B,Medium-Low,-1.1031677496968122,0,A,Low,0
0,A,Medium,-0.734464466765069,0,B,High,1,A,Medium,1.9037763819415394,1,A,Medium-High,1
0,C,Medium,2.651586965704037,0,B,Medium-High,0,A,Medium,0.038233648190785695,1,A,Low,1
0,C,Medium-High,-0.19064423705733452,0,A,Medium,0,A,Medium-Low,-0.7339958510267675,0,B,Medium-Low,0
1,B,Medium-High,-0.42519180923003097,0,B,Medium,1,B,Medium-High,-0.5102600053741851,0,A,Medium,0
0,A,Medium,-1.8870636134641567,0,A,Medium-High,0,C,Medium-Low,1.016836208462808,0,C,Medium-Low,0
0,B,Medium,-0.2943009912772293,0,C,Medium,1,A,Medium-High,1.5235119133910044,1,A,High,1
0,C,Medium,-0.21166179790644304,1,A,High,0,C,High,-0.42180147668023843,1,B,Medium-High,0
0,C,Medium,-1.1293554276232942,0,C,High,0,A,High,-0.5082089924403139,1,B,Medium-Low,0
0,A,High,0.3469857084490937,1,B,Medium-High,1,A,Medium-High,-1.8436388656877096,1,C,Medium,0
0,A,High,-0.5209570078295533,1,B,High,1,B,Medium-High,-0.0886552353404067,1,C,Medium-High,0
0,A,Medium-High,1.248274514569863,1,B,High,1,C,High,-1.67870209414058,0,A,Medium-Low,0
1,C,Medium-Low,0.3110705092589792,0,C,Medium-Low,1,A,Low,-1.4561143805708272,1,B,High,0
0,A,High,1.0879635984383098,0,C,Medium-Low,0,B,Medium-Low,0.4754841451252652,0,A,High,1
0,A,High,0.4856591685197253,1,B,Medium-High,0,B,Low,0.45562889038832477,0,A,Medium-Low,1
1,C,High,0.5532296043391113,0,A,Medium-Low,1,B,Medium-Low,-0.41237006406074656,1,B,High,1
0,B,High,0.9448797895676055,0,A,High,0,C,Medium-High,-0.05761712539738066,1,C,Low,1
1,C,Medium,0.8873499909249174,1,A,Medium-High,1,A,High,1.0778762334676053,1,C,Medium-Low,1
1,B,Medium,-0.1837721775357696,1,B,Medium-High,1,A,Low,0.3333659458606448,1,A,Medium,1
1,C,Low,0.7773136516368251,0,A,Medium-Low,1,B,Medium,-1.8972626450857548,1,A,High,0
1,C,High,-0.7744709600769919,1,B,Low,0,C,Medium,-0.4569967242188705,1,A,Low,0
1,A,Medium,0.9542512436097856,1,A,Low,0,C,Low,0.19810098954452246,0,B,Medium-High,1
0,C,Medium-Low,0.7831647167690788,1,C,Low,0,C,Medium-High,-0.58781225685011,0,B,High,1
0,A,Medium,0.08756333324109869,0,A,Medium,0,A,Medium-High,0.863827863430815,1,A,Medium-High,1
1,C,Medium-Low,0.27811510531662537,0,A,Medium-High,0,A,Medium-Low,0.8432884783616841,1,B,High,1
0,A,High,-0.664941593548269,0,C,High,0,B,Medium-High,1.0032482137274172,1,B,Medium,1
0,C,Medium-Low,-0.13089266543091116,1,B,High,1,C,Medium-High,-0.154438598512953,0,A,Medium-Low,0
1,C,Medium-Low,-0.6228726795659524,1,C,Medium-High,1,B,Medium-High,1.5611223511422054,1,A,Medium-Low,1
1,B,Medium,-0.13058316692311944,1,C,High,0,A,High,2.253968952053676,1,A,Low,1
1,A,Medium,-0.48336145516152407,0,C,Medium-Low,0,B,Medium-High,0.593888513415241,1,B,Medium,1
1,B,High,1.2971903832229277,0,B,Medium-Low,1,C,Medium-Low,0.5340912325943256,1,A,Low,1
1,A,High,-0.4183470328600162,0,A,Low,0,B,Medium,0.23058059529106342,0,B,Medium-Low,0
1,B,Medium,-1.2330033765777144,0,A,Medium-High,0,B,Medium-High,-1.7863965620149427,0,C,Low,0
1,A,High,2.384776024245785,0,B,Low,0,C,Medium-Low,-0.3599073270835725,1,A,Medium,1
1,C,Medium-High,-1.9854914412030589,0,A,Medium-High,0,B,High,0.6632691194899923,0,A,Medium-High,0
1,B,High,-0.054718701161948255,1,A,Medium-High,0,A,Low,2.092592312574409,0,B,Medium-High,1
0,A,Medium,0.17801495883238194,1,A,Medium-Low,1,C,High,-0.18114292041620256,0,B,Medium,0
1,A,High,0.1693735417010253,0,C,Medium,1,A,Medium,0.21926743891485304,1,B,Medium,1
1,B,Medium-Low,0.20006501051362566,0,C,Low,0,B,Medium,1.8160446482900787,1,A,High,1
1,A,Medium,0.8445353852087859,0,A,Medium-Low,1,A,Low,-0.6586063603592304,0,A,Medium-Low,1
0,B,High,2.37222774254307,0,B,High,1,A,Low,-0.3906171873499616,0,B,Low,1
1,B,High,-0.45081371371295137,1,B,Medium-High,0,C,Low,-0.18289546835114714,0,A,Medium-Low,0
0,A,High,-0.6921155622519827,1,C,High,0,A,Medium-Low,-0.08822792410912463,0,A,Medium-Low,0
1,A,Low,0.1087972667642405,0,B,High,1,A,Medium-Low,-2.270534024616352,1,B,Medium-High,0
0,A,Medium-High,-0.9960093399598962,0,B,Low,0,A,High,-0.25482496709310415,1,C,Medium,0
1,C,Medium,1.432013267177088,0,B,Medium,1,C,High,0.4413145521709988,1,A,High,1
1,A,Medium-High,-2.248836118400765,0,A,Medium,0,C,Medium,-0.8796621359700292,1,C,Medium-High,0
1,C,High,0.08836266030348935,1,C,High,1,B,Medium-High,-0.18748246822784048,0,B,Low,0
0,C,High,-0.13189937584675107,1,A,Low,0,B,Medium-Low,0.6403490233870411,0,C,Medium-Low,1
0,A,Medium-Low,-1.0111849887796642,0,B,High,0,B,Medium-High,-0.028686564747997582,1,A,Medium,0
1,C,Medium,2.0478770287650856,1,C,Medium-Low,1,B,Medium,-0.3786580215481769,0,B,Low,1
1,A,Low,-0.6647486403584694,0,C,Medium,1,B,Medium-Low,-1.5168505168172106,0,C,Low,0
0,A,Medium,0.8476141953860086,0,C,Medium-High,1,C,High,-0.4581693410626014,1,B,Medium-Low,1
1,A,Medium,-0.5842076656092242,1,B,Medium,0,C,Medium,0.7799309145980231,0,A,High,1
0,C,Low,-0.20813282794316204,1,A,Medium-High,0,A,Medium,-0.38712644870273716,0,C,Medium,0
0,A,Low,-0.46970236080639416,0,A,Medium,0,A,Medium,-0.8479049365237041,0,B,Low,0
1,B,Medium-Low,-0.4276746622597442,1,B,Medium-High,0,A,Low,-0.20793202513327808,0,A,High,0
0,C,Medium,-2.337535950338061,0,A,High,1,A,Medium-Low,0.23590427903497527,0,C,Low,0
1,B,Medium,1.4722074111704833,1,C,Medium-Low,1,A,Medium-High,0.1515889779900876,0,B,Medium-Low,1
0,A,High,1.8582500123381043,1,B,Medium-Low,1,B,Low,0.3748500917625784,0,C,Medium-High,1
0,A,High,0.4310231636832882,0,C,Medium,1,A,Low,-0.32625933377433575,1,A,Medium,1
1,A,Medium,-1.3237826141344426,1,A,Medium,1,A,Low,-1.3626558176555557,1,A,High,0
1,A,Medium-Low,0.41612969235108466,0,C,Low,0,B,High,1.044407733149868,0,B,Medium-High,1
0,A,Low,-1.2019769247676182,0,A,Medium,1,A,Medium,-1.64430035558225,1,A,High,0
0,C,Medium,-0.20575224664391473,0,A,Low,0,A,Low,0.3096736150304029,0,C,Medium-Low,1
0,A,High,2.0010234463657173,1,C,High,1,B,Medium-Low,0.6137721185692028,1,C,Low,1
0,C,Medium,2.0878670549796707,0,C,Medium,0,C,Medium,-2.298899033202277,1,C,Low,0
1,C,Low,0.7291363667488034,0,B,Medium-High,1,B,Medium-Low,1.0029647078213995,1,C,Low,1
0,A,High,-0.5736007416742662,1,C,Medium,1,B,Medium,-0.6866207048296816,1,B,Medium-Low,0
1,A,High,1.004026802395745,1,B,Medium,0,B,Low,-0.35128582868791997,1,A,Medium,1
0,A,Low,2.2302106541953224,1,B,Low,1,C,Medium-High,-1.1999687896982454,1,A,Low,1
0,A,Medium-Low,0.1545771675557909,0,A,Medium-High,1,A,Medium-Low,0.48132722048615595,0,A,High,1
1,A,Low,1.1327406377082183,1,C,Low,0,B,Medium-Low,0.262744268211491,0,B,Medium-High,1
1,C,Low,0.10732315289137065,0,B,Medium-Low,1,B,Medium-Low,0.4037802883303883,1,A,High,1
1,B,High,-0.43609494134097015,0,B,High,0,B,High,-0.3770086384315192,1,C,Medium-Low,0
1,C,High,-0.3960107452779867,1,A,Medium-High,0,C,Medium,0.5999038341979256,1,B,Medium,1
1,C,Medium-High,-0.29292329640165427,1,C,Low,1,B,Medium-High,0.3632590889822347,1,B,Low,1
1,C,Medium-Low,-0.2584468179203627,0,A,Medium,1,C,Medium,1.3133162813735848,1,C,Medium-Low,1
0,C,Low,0.9871290581204678,0,C,Low,0,A,Medium,0.8400257492582036,1,B,Medium-High,1
0,C,Medium,-0.19084509610779948,0,B,Medium,1,A,Low,1.256151845750892,0,C,High,1
0,B,Low,0.18828303974575375,1,C,High,0,A,Medium,0.3569361561048988,1,C,Medium,1
0,B,High,-0.7275040545591268,0,B,Medium-High,1,A,High,-0.08457843897870711,1,B,Medium-Low,0
0,C,High,-0.9558187537507642,1,C,Low,1,A,Medium-High,-0.4908294243403995,0,C,High,0
1,B,Medium-Low,-0.6765095550924937,0,C,Low,1,B,Medium-Low,0.5197425585642594,0,B,High,0
1,B,High,-1.3187196163246802,0,C,Medium-High,0,C,Medium-Low,-0.11829016344088562,1,B,Medium-Low,0
1,B,Medium-High,0.0941497751657607,0,B,Medium,1,C,Medium-Low,-1.0994559138126234,1,A,Medium-Low,0
0,B,Medium,1.7202160682919787,1,A,Medium-Low,1,B,Medium-Low,2.426139703752013,1,B,High,1
1,A,Medium-High,0.6810160442997278,1,B,Medium-High,1,C,Low,-0.26167339489610264,1,C,Medium-High,1
0,A,Medium-Low,-1.1933188201545903,1,B,Medium,1,B,Medium-Low,-0.8252720099394142,1,C,Low,0
0,A,Low,0.030370329083360327,0,C,Medium-High,0,B,Medium-Low,-0.02389010987280975,0,A,Medium-Low,0
1,A,Low,0.5447166442083613,1,A,Medium,1,C,Medium-High,-1.9862433692280466,0,B,Low,0
0,B,Medium,-0.7479352086068325,1,B,Medium-Low,0,B,High,0.8610723416912189,1,C,Medium-Low,1
0,B,High,0.5411350499399447,1,A,Low,0,B,Low,-1.4615481388885034,0,A,Medium-Low,0
1,C,Medium,0.09486935103260848,1,C,High,0,B,High,2.47578220031005,0,A,Low,1
1,B,Medium,0.37961111984063317,1,B,Medium-Low,1,C,High,0.7155984368302564,1,A,Medium-Low,1
1,A,Medium-High,0.9181467843724432,0,B,Medium-High,0,C,Medium-High,0.44050878934201787,0,B,Low,1
1,C,Low,0.9212378696412787,0,A,Medium,0,B,Medium-High,-0.06934392038136268,0,C,Low,1
0,B,Medium-Low,2.1343601341765046,1,B,Medium-Low,1,B,Medium,-0.5631413034406895,0,B,Low,1
1,B,Low,-0.36171031481213733,0,B,Medium,0,B,Medium-Low,-0.35735490617345905,1,A,High,0
1,A,Medium-High,1.0707139646011166,1,A,Medium-Low,0,A,Medium-High,0.10596433686392712,1,B,High,1
1,A,High,0.02300892720712943,0,A,High,0,A,Medium-High,0.38894132017254385,0,B,Medium-High,1
1,B,High,0.4063697253037325,1,C,Medium-High,0,C,Medium-High,-1.9127192603554544,1,A,High,0
1,A,High,0.22020561362576976,0,C,Low,1,B,Medium-Low,0.9701876634321677,1,C,Medium,1
1,A,Medium-High,-0.8950330682054952,1,C,Medium-Low,0,C,Medium,-1.99366517336058,0,C,Medium,0
1,A,Medium-Low,0.15104407168933778,0,B,Medium,1,C,Medium-Low,-0.21844677919557476,0,B,Medium,0
1,C,High,-0.33199530943802996,0,B,Medium,0,C,Low,1.6387186646082055,0,A,Low,1
1,A,High,0.579904433763708,1,C,Low,0,B,Low,-1.370865013966246,1,B,Medium-Low,0
0,B,Medium-High,-1.0943217265212317,0,B,Medium-Low,0,C,Low,1.0398477274611873,1,C,Medium-High,0
1,B,Medium-Low,-0.09286234789490586,1,B,Low,1,A,Medium,0.12790512076146215,1,C,Medium,0
0,C,Low,0.6905609777989848,0,A,Low,1,A,Medium-High,0.6400786915100213,1,B,Medium-High,1
1,B,Low,0.9985509908856627,1,B,Low,1,B,Medium-High,1.7459500059041457,0,B,Medium-High,1
0,C,Medium,-0.769000730736373,1,C,Medium-Low,1,B,High,-0.7279507648229947,1,B,Medium-Low,0
0,B,High,0.836932483222135,1,C,Medium-High,0,C,Medium,0.23021829133754892,1,C,Medium,1
1,C,Low,-1.0329778915143457,0,A,Medium,0,B,Low,0.42955425687208393,1,C,High,0
0,C,Medium,-0.5342926888937489,0,B,Medium-Low,0,B,High,-0.9418674549771996,1,A,Low,0
0,C,Medium,0.9402242587986422,0,B,High,0,C,Low,0.6655461291275131,1,C,Medium-Low,1
1,C,Medium-High,-0.027110107490721985,1,C,High,0,A,Low,-0.3078256722137595,1,C,Medium-Low,0
0,A,Low,-0.8194883147246216,1,A,Medium-Low,0,C,Medium-High,-1.396863742265273,1,B,Medium,0
0,B,Medium,-0.18160349384729874,0,A,Medium-Low,1,C,High,0.09773071776969994,0,A,High,0
0,C,High,-0.3127555926715144,1,A,Low,1,A,Medium-Low,0.8003243166634285,1,B,High,1
0,A,Medium-High,-0.14411206779493507,0,B,Medium-High,0,B,High,0.7118670860473307,0,A,High,1
0,A,High,1.2234991770134551,1,B,Medium,1,B,Medium-Low,0.42794075574513696,0,B,Medium-High,1
0,A,Low,-0.4628388490387174,1,C,Medium-Low,1,C,High,-0.48294441374283287,1,C,High,0
1,B,Medium-High,0.6547018497409786,0,C,Medium-High,1,C,Low,0.08528509457718893,1,B,Low,1
0,B,Low,-0.8704837645767485,0,A,Low,1,A,High,0.36203719011572066,1,C,High,0
1,C,Medium,-0.8132319817650279,1,A,Medium-Low,0,C,Low,-1.0371519048695104,1,C,Medium-Low,0
0,A,High,-1.8194614950868004,0,B,Medium-Low,1,C,Medium,0.18154240561321838,0,B,Medium-Low,0
1,A,Low,0.5675773807089667,1,A,Medium-High,0,C,Low,-0.820883867991307,0,A,Medium-High,0
1,A,High,-0.8036049186006011,1,C,Medium-High,0,A,High,0.20554252274351084,0,B,Medium-Low,0
0,C,Low,-0.3593929168256798,0,C,High,0,C,Medium-Low,0.2502728477829263,1,B,Medium-Low,0
0,A,High,-0.23316820770202476,1,B,High,1,C,Medium-High,-0.6523067524275589,1,C,Medium,0
0,B,Medium,-0.10920486503537072,1,C,Low,0,B,Medium-Low,-0.3935735899011034,0,B,High,0
0,A,Medium-Low,1.2172377901895306,1,A,Low,1,B,Medium-Low,0.44081727092423684,1,C,Medium-High,1
1,C,Medium,0.01889427425492178,1,C,High,1,B,Medium,-0.347960560681777,1,A,Medium-High,0
1,A,Medium-Low,-0.3016574835513077,1,B,Medium-Low,0,A,Medium-High,-1.05630799474617,0,B,Medium,0
0,A,Low,-1.2299496420460545,1,A,Medium,0,C,Medium,1.5306864634801953,1,A,High,1
0,C,Medium-High,-1.0687103870100927,1,C,Medium-High,0,A,Medium-Low,-1.2370540374167882,0,C,High,0
0,A,High,0.8655055972953967,1,C,Low,1,C,Medium-High,-0.3922432701466509,1,B,High,1
1,A,Medium-Low,-0.08347238826763638,1,A,High,0,C,Medium-Low,0.4924711037468371,1,C,Medium,1
1,B,Medium,1.0676022208249525,1,C,Medium,0,B,High,1.7073687423109367,0,A,Medium-Low,1
1,A,Low,0.5905207081683166,1,A,High,0,C,Low,-0.37622219634001447,0,B,Low,1
1,B,High,1.346651780428011,0,A,High,0,A,Medium-High,-0.41533811168692664,1,B,Medium-High,1
0,C,Medium,-1.0007796667072153,1,B,Medium-High,0,B,Medium-High,-0.21240358292322414,0,C,Medium-Low,0
1,C,Low,-0.08414876653667436,1,B,High,1,A,High,2.172869303997353,0,A,Medium-High,1
1,C,Medium-High,0.3177100108931453,1,C,Low,0,A,Medium-Low,0.9467813136041394,0,C,Medium-Low,1
1,C,High,0.48301871073216834,0,B,Medium-Low,0,B,Medium-High,-1.3048077283932176,0,B,Medium-Low,0
0,A,High,0.711391243901396,0,B,Medium-Low,1,B,Medium-High,-1.3525730451972156,0,B,Medium-Low,0
1,C,High,0.9624591675924296,0,B,Medium-High,1,B,Medium-Low,0.7710480525607352,0,B,Low,1
0,B,Low,-0.6091582251666874,0,C,Medium-High,0,B,Medium-Low,1.2039912101634924,1,B,High,1
0,A,Low,2.1877557321575236,0,C,Medium,1,A,Medium,0.6920894794745169,1,A,High,1
1,A,Low,0.25165148348552563,1,A,Medium,1,C,Medium-Low,-0.20425032827368872,0,A,High,1
1,C,Medium-High,0.4666330549954604,1,C,Low,0,A,Medium-Low,-0.7915076738329972,0,C,Medium,0
0,A,Medium,0.7750769085911207,0,C,Medium-High,1,A,Medium-High,-1.5771253969443222,0,A,Medium-Low,0
1,A,Medium,0.007440990610081971,0,C,Medium-High,0,C,Medium-High,0.40683422641514566,1,B,Medium-Low,1
0,B,High,-0.41176083847579337,0,C,Low,1,A,Medium,-0.7721157233753938,0,A,High,0
1,A,Low,-0.0966450730285525,1,A,Medium-Low,1,C,Low,0.1594261080809151,0,A,Medium,1
0,A,Low,-0.04309118937470849,1,C,Low,0,B,Low,-1.7738446681731337,0,B,Low,0
0,C,Low,-0.05094116653143514,1,C,High,0,B,Medium,-0.3890656531731772,1,A,Medium-Low,0
0,C,Medium,0.13676980315147066,1,C,Low,0,C,Medium-High,-0.04419295499915401,1,A,Medium,1
1,A,Medium-High,0.7590313312508122,1,A,Medium-Low,1,B,Low,0.5566204629034526,1,B,Medium,1
0,B,Medium-Low,-0.4755959740585308,1,C,Medium-Low,0,C,Low,2.1211258920496525,0,A,Medium,1
0,A,Medium-High,-0.6101660093365023,1,A,Medium-High,1,A,Medium-Low,-1.8520234681144723,1,C,High,0
1,A,Medium-Low,-0.4777361198302358,1,C,Low,0,C,High,0.7691172717267746,0,A,Low,1
0,B,Medium,0.4575985066246105,0,C,Medium-High,0,B,High,-0.08618767475809916,1,B,High,1
1,A,Medium,-1.160669036084996,1,C,High,1,B,Low,-1.0714008874848693,0,B,Medium-High,0
0,C,High,-0.9275250210896456,1,A,Medium,0,B,Medium-High,-0.6338931622247151,1,B,Low,0
1,C,Low,0.8887917782292004,1,C,Low,0,B,Medium,-1.0202251443197552,1,B,Medium,0
1,C,High,0.4390105114709575,0,C,Medium,0,B,High,2.1994973788332723,1,C,Medium-Low,1
0,C,Low,0.1866168152079878,0,B,High,0,B,Medium,1.2956163433426358,0,B,High,1
0,C,Medium-High,-0.20250713732126707,1,A,Medium-High,0,C,Medium-Low,1.1598225954061374,1,B,Medium,1
1,B,Low,-0.43062171817507355,1,C,Medium-High,1,A,Medium-Low,-1.7931350691294345,1,C,Medium-High,0
0,B,Medium-Low,-1.3207797686219311,1,C,Medium-High,0,A,Medium-Low,-0.7453245412503299,0,C,Medium,0
1,C,High,-0.7776542040145821,1,C,Medium-High,0,B,Medium-Low,0.9970369742640113,0,C,Medium-High,1
1,A,Medium-High,1.4388338716822635,0,B,Medium-High,0,A,Medium-Low,0.24832880782229064,0,C,Low,1
0,A,High,-0.20299782041307085,1,C,Medium,1,C,High,-0.16000729767927466,0,C,Medium-High,0
1,B,Medium-Low,-0.3198889725573964,1,A,Low,1,C,Medium-Low,0.1468432608642622,0,C,Low,0
1,B,Medium-Low,0.9371998174753476,1,B,Low,0,A,Medium-High,0.5520306805159733,0,C,High,1
1,A,High,-0.2702343175441536,0,C,Medium-High,1,A,Medium-Low,2.457349796805771,0,B,Medium-High,1
1,A,Low,-0.047380217089554116,0,A,Medium-Low,1,B,Low,-1.210304395259758,0,A,Low,0
0,C,Medium,0.19591670917240428,1,B,High,0,A,Medium-High,1.5888606763270368,1,B,Low,1
1,C,High,-0.854460901971323,1,B,Medium,0,C,Low,-0.7204199915398563,0,C,Medium,0
1,C,Medium-Low,-0.5011026735630987,0,B,Medium-Low,1,C,Low,-0.29334857906589584,1,C,Low,0
1,B,High,0.3980183649085719,1,A,Low,1,B,Medium-High,0.9557523851614093,0,B,Low,1
1,A,Medium,0.22310147111579232,1,C,Medium,0,C,Medium-Low,0.05707882566441792,0,B,Medium-Low,1
1,C,Medium-Low,-1.3644903883450195,1,C,Low,1,C,High,1.3484754151340526,1,C,High,0
1,C,Low,-1.1879427412930645,0,C,Medium-High,1,C,High,-0.4309117208317234,1,C,Medium-High,0
0,A,Medium,1.607305762934052,0,A,Low,0,A,Low,0.021893830328624152,0,A,Medium,1
1,A,Low,1.178637622957525,0,C,Low,1,C,Medium-Low,0.8009710743457493,1,C,Medium-Low,1
0,A,Medium-Low,-1.291847084815244,0,B,High,0,C,Medium,0.6960973218411396,1,B,Medium-Low,0
0,B,Medium-Low,-0.34326205901773615,0,B,Low,1,B,Low,-0.6715786433241594,0,C,Medium,0
0,B,High,-1.3537123946304122,1,A,High,1,C,Low,0.21244658932282173,0,B,Low,0
1,C,Medium-High,-0.06443941555055929,0,A,Medium,1,C,Medium,0.9460790677992994,1,A,High,1
1,C,High,-0.5593256921144444,0,C,Medium-High,1,C,Low,0.5084926522905323,1,B,Medium-Low,0
0,B,Medium-High,0.09859428748748655,0,B,Medium-Low,0,C,Low,0.11971328711672227,1,C,High,1
1,B,Medium-High,-1.5940317278119374,0,B,Medium,1,C,Medium-High,1.9195695567199809,1,C,Low,1
1,C,Low,-0.31583517099602487,1,A,High,0,A,Low,1.4626894480841905,1,C,Low,1
1,B,Medium-High,-0.5958320924281365,1,B,Medium-Low,1,A,Medium,-0.36432497975607986,0,C,Low,0
1,B,Medium-Low,-1.719023692372432,1,C,High,1,A,Medium-High,-0.3767016756504896,0,B,Medium-Low,0
0,A,Low,2.371415945197061,1,A,Medium-Low,1,A,Medium-High,-0.14567674000931488,1,C,Medium,1
1,A,Medium-High,-0.047060363312850476,0,B,Low,0,B,High,0.4041654955223172,0,A,Medium,1
1,B,Low,-0.6518297191492939,1,B,Medium,1,A,Medium-High,0.8414975283518885,0,B,High,1
1,A,High,0.09058209414830215,1,A,Medium-Low,0,B,Low,0.8975488796935287,1,B,Medium-High,1
0,C,Medium-Low,0.7454228472282682,0,A,Medium-Low,1,B,Medium-Low,-0.48680097874674233,0,A,Low,1
1,A,Medium,0.1060950151209057,0,C,Low,1,A,Medium,-1.535084673661241,0,B,High,0
1,C,High,0.9216475869552373,1,C,High,1,A,Medium-Low,0.2937533342052583,1,B,High,1
0,A,Medium,-1.6361257876694566,1,C,Low,1,B,Medium,-2.1616139011110898,0,C,Medium-High,0
0,C,Medium-High,1.4094329896375009,0,C,Low,1,C,Medium-High,0.11184801787224471,1,B,Low,1
1,B,Medium-Low,-0.5206194869877306,1,C,Medium-High,1,B,Medium,0.5041324815333492,1,B,Medium,0
0,C,High,2.817786812767036,1,B,Low,1,B,Medium-Low,0.10217925779546931,1,A,High,1
0,A,Medium-Low,0.719531406349114,1,B,Medium-Low,1,A,High,0.06308549341360402,1,C,Low,1
1,C,Low,-0.20225410175517325,0,C,Medium-Low,0,C,Medium-High,1.3556591389619401,1,C,Low,1
1,C,High,-2.5296836606915836,0,C,Medium,1,C,Medium-Low,-0.2249412763557561,1,B,Medium,0
0,A,Medium-High,0.08007597339007713,1,B,Low,0,A,Medium,-0.5909815295292629,0,B,Low,0
1,B,High,0.11200604202360921,0,B,High,1,A,Low,-1.1042454250325984,1,C,High,0
0,B,Low,-0.6036401612403576,0,A,High,0,C,Medium,0.31395440775662253,1,A,Low,0
0,C,Medium-Low,0.2583191500476298,0,B,High,1,C,Low,-0.42781006929097765,0,B,Medium-High,0
0,B,High,0.4366028611218152,1,A,High,0,B,Medium,-1.8647705510269252,1,C,Low,0
0,C,Medium-High,0.08221298037003616,1,C,Low,0,A,High,-0.8728634800562971,0,B,Medium,0
1,A,Medium,0.3271082760812894,0,C,Medium-High,0,B,Low,1.0477754022146382,1,B,Medium,1
1,C,Medium-High,-0.7465768189191627,1,B,Medium-Low,1,B,Medium,-0.408061289108664,1,A,Medium-Low,0
1,B,Low,0.22010349422748723,1,C,Medium,0,B,Medium,0.9592701549806382,0,A,Medium-High,1
1,C,Medium-Low,-1.2800974745241744,1,C,Medium-Low,0,C,Medium,-0.8721086624873133,1,B,Medium,0
0,A,Medium-High,0.697089478719937,1,B,Medium,0,A,Medium-Low,-0.1731201598076118,0,A,Low,1
1,B,Medium-Low,-1.0729405239532872,0,C,Medium-High,0,B,Medium,0.3732644077672623,1,B,High,0
0,C,High,1.1346156880255396,0,C,Medium-Low,0,C,High,-0.3702807410527685,0,C,Low,1
0,A,Medium-High,2.6039102930432034,0,C,Medium-Low,1,B,Low,-0.3577352120154646,1,A,Medium-High,1
0,A,Medium-Low,-0.00834188355240733,0,C,Medium,1,A,Low,-0.04800377658598187,1,C,Medium,0
0,C,Medium-Low,0.18996884837143382,1,A,High,1,A,Medium-High,-2.83104482194414,1,C,Medium-High,0
1,C,Low,-0.6293383964232786,0,B,Medium-Low,0,B,Low,0.7250410473164542,1,B,Medium,1
