Obj1_Feature1_binary,Obj1_Feature2_nominal,Obj1_Feature3_ordinal,Obj1_Feature4_numeric,Obj1_Feature5_binary,Obj1_Feature6_nominal,Obj1_Feature7_ordinal,Obj1_Feature8_numeric,Obj2_Feature1_binary,Obj2_Feature2_nominal,Obj2_Feature3_ordinal,Obj2_Feature4_numeric,Obj2_Feature5_binary,Obj2_Feature6_nominal,Obj2_Feature7_ordinal,Obj2_Feature8_numeric,Collision
0,C,High,0.24973154650295476,0,C,Low,0.3744768463191411,0,B,Medium-High,-2.064915207372401,0,A,High,0.3219216384822918,0
1,C,Low,-3.0108846718875872,1,C,Medium-Low,2.155604487103102,0,B,Low,0.9541789759242414,1,C,Medium-High,-0.27332596892950206,0
0,B,Medium-Low,0.3118948988280011,1,B,High,-0.13868746841800136,1,A,High,-0.7020488750747752,1,A,Low,-0.20327310207000304,0
0,C,Medium,-0.9174220013190578,0,C,Medium,-0.29751727424943625,1,A,Medium-Low,-1.2405180491111343,0,A,Medium,-1.0416983064373964,0
0,B,Low,-0.5046182525715526,1,B,Medium-High,0.8626599135774924,1,A,Low,-1.4673824343042898,0,B,High,2.4417891898007014,1
0,A,Low,-0.7227254536466937,0,C,Medium-High,1.0356783456982879,1,B,Medium-Low,1.406987599722799,1,A,Low,-0.2645589690176791,1
0,C,High,0.7537490878079234,1,A,High,1.9057307786851247,0,C,Medium-High,-2.2109047560426403,1,C,Medium,-0.12800298514046424,1
0,B,Medium,1.314975402203311,1,B,Medium,-0.7820326403893528,1,A,Low,-0.14561636041584347,1,B,Medium,-0.2818245168807352,1
0,B,Medium-Low,-0.38426192724702635,1,A,Medium,-1.137168384727485,0,B,Medium,-0.7570079006072575,0,C,High,-1.4004831452621491,0
1,B,Medium-Low,1.1638748215273782,0,B,Low,-0.22784868659532176,1,A,High,1.4999112344265288,0,B,Medium-High,-1.231135945118342,1
1,A,High,-1.8152904024688308,1,B,Medium-Low,-0.17861737029590657,1,C,Medium-High,-1.6051323948745442,0,B,Medium-High,0.6256289254412851,0
1,C,Medium-Low,-1.418137116891838,0,C,Low,1.443196793667129,0,A,Medium-Low,-2.4507240318929164,1,C,Medium,-0.9508960843741108,0
1,A,Low,0.03288404266670736,1,C,Medium,-0.27011082600762465,0,A,High,-0.6385876597575302,1,C,Medium-Low,0.7019894134792292,0
0,C,Low,-0.5259028510813267,0,B,Low,-1.0080567984057196,0,B,Medium-Low,0.302388703619824,0,C,Medium-Low,-0.6216360900107398,0
