Obj1_Feature1_binary,Obj1_Feature2_nominal,Obj1_Feature3_ordinal,Obj1_Feature4_numeric,Obj1_Feature5_binary,Obj1_Feature6_nominal,Obj1_Feature7_ordinal,Obj1_Feature8_numeric,Obj1_Feature9_binary,Obj1_Feature10_nominal,Obj1_Feature11_ordinal,Obj1_Feature12_numeric,Obj1_Feature13_binary,Obj1_Feature14_nominal,Obj1_Feature15_ordinal,Obj2_Feature1_binary,Obj2_Feature2_nominal,Obj2_Feature3_ordinal,Obj2_Feature4_numeric,Obj2_Feature5_binary,Obj2_Feature6_nominal,Obj2_Feature7_ordinal,Obj2_Feature8_numeric,Obj2_Feature9_binary,Obj2_Feature10_nominal,Obj2_Feature11_ordinal,Obj2_Feature12_numeric,Obj2_Feature13_binary,Obj2_Feature14_nominal,Obj2_Feature15_ordinal,Collision
1,C,Medium-Low,-1.421733185934507,1,C,High,0.3452826639225318,1,C,Low,-0.40973356798431326,0,C,Medium,1,C,Low,-0.9464024451784715,0,C,High,1.1431119569173995,1,B,Low,0.31648317740729637,0,A,Medium-Low,0
0,B,Medium-High,-1.0043824501686103,0,C,Medium,0.19083231520668098,0,C,Medium-High,-0.2828499141339802,1,C,Medium-High,1,B,Medium,-0.035465644738118626,1,B,High,0.1730041226195958,0,B,Medium-High,-0.7602940496315438,0,B,Medium-Low,0
1,C,Medium-High,0.8131141279936972,0,C,Low,-0.20797098645423592,1,C,Medium-High,0.8385064862159536,0,A,Low,0,C,High,-0.4602532635705148,0,C,Medium,-1.7565761232713677,0,A,High,1.4340841563878999,1,A,Medium-Low,1
1,C,Medium-Low,-0.6855380418966784,1,B,Low,-0.6367805359322218,0,B,Medium-Low,-1.2204403807546844,1,A,Medium-High,0,C,Medium-High,0.36551802163167263,0,C,Low,0.8897377363815809,1,C,High,2.0397553429383573,0,A,Medium-High,1
1,B,High,1.0267793254540056,0,B,Medium-Low,1.895436064055038,0,A,Medium-High,-1.6404529318439651,1,A,Low,0,A,Medium-Low,-1.5104413271455253,0,C,High,-0.7297046631691138,0,A,Medium,0.48686928544907676,0,B,Medium-Low,0
1,C,Medium-Low,0.3966661339148335,1,C,High,0.2918123586621207,0,A,Medium,-0.5587306583403764,0,A,High,0,B,Low,-2.5236790930715096,0,B,Medium-Low,0.22168560886070243,0,A,Medium,-0.2869277576099347,1,A,Medium,0
1,C,Low,0.11091001577395791,1,A,Medium-Low,1.0531728709625992,0,A,Low,0.6121095068322079,1,B,Medium-Low,0,A,Low,1.0118677648990473,0,A,High,-0.6090575149352324,0,C,Medium,-0.10954745176174581,0,B,Medium-Low,1
0,A,High,-0.1777599718247041,0,B,Low,-1.8771716684376738,1,B,Low,1.0955548485344877,0,B,Medium-High,0,C,Low,0.8183967574186701,1,B,Low,-0.4924609244557282,0,A,Medium-Low,1.4090936964901215,0,C,Medium-Low,1
1,A,High,1.391869279919052,0,A,Medium-High,0.512994318287359,1,C,Medium-Low,0.3544796412118715,0,B,High,1,C,Medium-High,0.10842359258977152,0,B,High,-1.2216981353022536,0,A,Medium,-0.6645756728373058,1,A,Medium-High,1
0,B,Medium-High,1.906528558968393,1,C,Medium,1.1682795844720446,0,A,Medium-High,1.3403069806805408,0,C,Medium-High,0,B,Medium-High,-0.08885822253684916,1,B,Low,1.5070231846699462,1,C,Medium-Low,1.0268211588034963,0,C,Medium,1
0,C,Low,-0.6522007626316699,1,A,Medium-High,-0.6826732761696758,0,C,High,-0.8291644725911963,0,C,Medium-High,0,C,Low,1.3113756002449306,1,A,Medium-Low,2.419885496467085,1,A,High,0.8422336999096541,1,C,Medium,1
1,B,Medium,0.06496540666200867,0,B,Medium-Low,-1.2521107554256221,1,B,Medium-High,0.8695053254832411,0,A,Medium-High,1,C,Low,0.8069907386990233,0,C,Low,-1.6716534897265023,0,B,Medium-High,0.014684098074849317,0,C,Low,0
1,B,Medium-High,0.006103085368588243,1,C,Medium-Low,1.0353643711327414,0,B,High,0.767499410981878,0,A,Low,0,C,Medium-Low,0.17089619006431456,0,A,Medium-High,-0.6942398310106569,0,C,Medium-High,-1.7637502546376431,0,A,Medium-Low,0
1,C,Low,1.2267704108355355,0,B,Low,2.4030550098147296,0,B,Medium,0.37949644257836157,1,B,High,1,A,Medium,1.3862893587705423,0,C,Low,-0.6472540226429772,1,B,High,0.8547865485086168,0,B,Medium-High,1
1,A,Medium-Low,0.7737900908977319,1,B,Medium,-0.007299222170210521,0,B,Medium-Low,0.32377667635834145,1,B,High,0,C,High,-0.7294824643139567,0,A,Medium,1.382020645260306,1,A,Medium,-2.164459579254569,0,C,Low,0
0,C,Medium,0.5961916631140405,1,C,Medium-Low,-1.2117393582825733,0,B,Medium,0.7306104322380426,0,C,Medium,0,B,Medium,0.45607846688724135,1,A,Medium,0.7440122618235273,0,A,Medium-High,-0.33340025426271996,1,A,Medium,1
0,B,Low,0.576276353571461,1,C,High,0.1228985284933332,0,A,High,0.8260872043868146,1,B,Medium-Low,1,A,Medium,0.9514281167175717,1,C,High,-0.5352315744096091,0,C,Medium,1.5401892476766477,0,B,Low,1
1,A,Medium-High,-0.6283282142043037,0,A,Medium-Low,-2.486146571717051,1,A,Medium,0.4086161406004891,1,A,Medium-Low,0,C,Medium-Low,-1.376759262152075,1,A,Medium-Low,0.2306447686188928,0,C,Medium-Low,-0.47092182859889253,1,B,Medium,0
0,C,Medium-Low,0.23882028868263405,0,B,Medium-Low,0.2381920062869091,0,C,Medium-High,-1.7627738816717202,1,A,Medium-Low,1,B,Medium,-1.0265280833425796,1,B,High,0.9196564430673868,1,A,Low,-0.8634367982798087,0,C,High,0
1,C,Medium-High,-0.3994746987492341,1,B,Medium-Low,-0.4463128820723398,1,B,High,1.8162374724634625,1,B,Medium,1,A,Medium-High,0.35220434837106834,1,B,Medium-Low,-0.8105532783933823,0,C,Low,-1.9567365604516467,0,C,Medium-High,0
0,B,Medium-High,-0.32691261152065015,0,B,Medium,-1.3538904362654667,0,C,Medium,-0.9808474617262108,0,B,Medium-Low,0,B,Medium-High,0.3089940858844704,0,B,Medium-Low,-0.8777724740307375,1,B,Medium-Low,1.0499367537102242,0,B,Medium-High,0
0,A,Medium-Low,-1.1990973729057024,1,B,Medium-Low,2.3460723902670164,1,A,High,-2.1135913969957247,0,A,Medium-High,0,C,Medium,-0.7495329167372261,0,A,Medium,0.0573357662048193,0,A,High,0.19179566568571385,0,B,Medium-Low,0
1,A,Low,1.1489225838697612,0,C,Medium,-1.1123715424308096,1,B,Low,0.8833958207318456,0,C,Medium-Low,0,A,Low,1.2191974747008898,1,B,Medium-High,0.18654282948286804,1,B,Low,0.31881589728963483,1,C,Medium-High,1
1,A,Medium-High,-0.9346846200987796,1,A,Medium,0.9679375943639148,0,C,Medium,1.3559783026642462,0,A,High,1,A,Medium,0.07253407622025476,0,C,Medium-Low,0.468476057972591,1,C,High,1.0618564282441425,0,C,Medium-Low,1
0,B,High,-1.672308621233413,1,B,Low,-0.14158078633470897,0,A,Medium-High,1.6963468038525369,1,A,Low,0,C,Medium-Low,-1.021187623990181,0,C,Low,-0.9443852553772388,0,C,Medium-Low,-1.061872384616132,0,A,Medium-High,0
0,B,Medium-High,-0.6602598342822682,1,A,Low,0.6560756019897288,0,B,Low,1.0280463799106476,0,C,Medium-High,0,C,Medium,-0.065980023209401,1,C,High,-0.5424486416958789,0,C,High,1.2320048505923986,0,A,Medium-High,1
0,C,Low,-0.9017498326121213,0,C,Medium-High,-0.7788507361406241,0,A,Low,-1.9979099478986526,0,C,High,0,B,Medium-Low,0.8879739734433032,1,C,Medium-Low,0.3059248668005834,1,C,Low,0.929978982652007,1,B,Medium-Low,0
0,A,Medium,0.9915739647039212,1,B,Medium-High,-1.7672220700045125,0,A,Medium-High,0.4820371773927816,0,A,Medium,1,C,Medium-Low,-0.536390664274164,1,C,High,0.6760766453658281,1,A,Medium-High,1.2945316638138822,1,C,Medium-High,1
0,C,Medium-High,-0.07319918730990985,1,C,High,0.2886317694610404,0,B,Medium,3.378360457090915,1,C,Low,0,A,Low,-0.15882527876000807,0,C,Medium-Low,-0.6912338824720107,1,A,Medium-Low,-0.1369189524361249,0,A,Low,1
0,B,Medium,-0.4407624796522202,0,C,Low,0.7609154650083595,1,C,High,-0.2332998283786325,0,B,High,1,A,High,-0.6233400237674536,0,A,Medium-Low,-0.1579661961830212,1,A,Medium-High,0.3482533291690128,1,B,Medium-High,0
0,B,Medium-High,0.44738337397404654,0,A,Medium-Low,0.2655417941186597,0,A,Medium-High,0.9759725210931874,0,C,Medium-High,1,C,High,-1.5892424037962132,1,B,Medium-High,0.5539850617342613,1,A,Medium-High,0.2916156942661161,0,C,High,1
1,B,Medium-High,-0.8362140235133144,0,A,Medium-High,2.169177863045766,0,A,Medium-High,-0.021197196583525015,1,B,Medium,1,B,Medium-Low,-1.1021461498455352,0,B,Medium-Low,0.5175067066139898,0,A,Medium-High,-0.5112817643953883,0,C,Medium-High,1
1,A,Low,-0.028252199306473928,1,A,Medium,2.577860534172661,0,B,Medium-Low,0.6543489030169622,1,C,Medium,1,B,High,0.7482628319607867,1,C,Medium-Low,0.5417201452133461,1,A,Medium,-0.029034433644354055,1,B,Low,1
1,A,Medium,0.4626217228463016,0,B,High,-0.043616917689659016,0,C,Medium,0.5051609565862781,1,C,High,1,B,Low,-1.4645652570910945,1,B,Low,2.0305766017183378,1,C,Medium-High,-1.0319696155670948,0,C,Medium,1
0,A,Medium-High,1.86002399071338,1,A,Medium,-0.586684195758362,1,A,Medium-Low,-1.3970349482659057,0,C,High,0,C,Medium,1.5674836925554536,1,A,Medium-High,-0.07550516827285261,0,A,Medium-Low,0.7211182713921869,1,C,Low,1
1,C,Medium-High,1.5517863656007622,1,B,Low,1.6270976824871837,0,B,Medium-Low,-0.7311606950129189,0,B,Low,1,A,Low,0.10347154338387454,0,C,Low,-1.268082402769234,1,B,High,-3.2729205570094786,0,B,Low,0
1,B,Medium,-1.0022146825499905,1,B,Low,-0.9015683602979457,0,B,Medium-Low,-0.46635718420993294,1,A,Medium,1,A,High,-0.30940462418149767,0,B,Medium-Low,0.43866394612156867,0,C,Medium,1.9580001665837625,1,B,Medium-High,0
1,C,Medium-High,-1.4667427329071894,0,B,Medium,0.15717696192830855,1,B,Medium-Low,-0.1453555340558104,0,B,Medium,1,A,Medium-High,0.6657837288186734,0,C,Low,-0.3691984501652567,1,C,Medium-Low,-0.5433180227439661,0,B,Medium,0
0,C,Medium-High,0.012496463128955372,0,A,Medium-Low,-1.7710721118335264,1,B,Medium,0.7434888140922128,0,C,Medium-High,0,A,Low,-1.4692032527260208,1,A,Medium-High,1.0568591266365763,0,A,Low,-1.6962360288507456,1,B,Medium-High,0
0,C,Medium,-0.5451317253908722,0,A,Medium-Low,0.9167789610752733,1,C,Medium-High,0.6769438329731754,1,B,Medium,0,C,Medium-Low,1.3344193891982543,0,C,Medium-Low,0.3713445085046343,0,B,High,0.5310184040073495,0,B,Medium-Low,1
0,C,High,1.1045713016746348,1,A,Low,0.5702116637371923,1,C,High,0.8506707511176569,0,B,Medium-Low,0,A,Medium-High,1.3077184752652724,1,A,Medium,0.007842482209314923,1,A,Medium-Low,0.9322368920351402,1,A,Medium-High,1
0,B,High,0.7493369768941732,0,C,Medium-High,0.2507190945322945,1,B,High,-0.5489060406809172,0,C,High,0,C,Low,-0.5083429840663384,0,C,Low,0.21102050024294758,1,C,Medium-Low,-1.1558527593785721,1,B,High,0
1,B,High,-0.46580898022784284,0,C,Medium,-0.6555669022734876,0,A,High,0.8809902484279216,0,C,Medium-Low,0,A,Low,0.29554300384567994,0,A,Low,0.11306508475235003,0,C,Low,-1.0085787611990824,0,C,Medium-Low,0
1,C,Medium-Low,0.012652632148893247,0,C,High,0.6104826060889758,1,A,Medium-Low,-1.9145215623838752,0,B,High,0,A,Medium-High,0.05332223424132769,1,A,Medium-High,-0.7097876134827946,1,C,Medium,1.3424404485259829,0,C,Medium-High,0
1,B,Medium-Low,-0.012791546632896689,1,B,Medium-Low,-0.5157811689017648,1,B,Medium-High,1.3172051791656167,0,A,Medium-Low,1,B,Low,-0.02606170166795867,0,A,Low,0.5006734428539233,0,A,Medium,1.0296022182050664,0,A,High,1
0,A,Medium-High,-0.513445712064744,0,C,Medium-High,-0.2629630363413221,1,A,Medium-High,0.609699671376911,0,C,Medium-Low,0,C,Medium-High,0.3518435846088645,1,C,Medium-Low,-0.11830998828436338,1,C,Low,-0.19545003322126592,0,A,Medium,0
1,B,Medium-Low,-0.5896230655991201,1,A,Medium,-1.4827536573289293,1,B,Medium-High,-0.2546136494324345,0,C,Medium-High,1,C,Low,0.11543490590379428,1,C,Low,0.3049932245016896,1,A,Medium-High,1.1502570317188618,0,B,Medium-High,0
1,A,Medium-Low,0.03748125579292017,0,B,Medium-Low,3.859629892321499,0,B,Medium-Low,0.9693530624995914,1,A,Medium-Low,0,C,Medium,0.6088968187336643,0,A,Medium-High,0.18710873018596944,1,B,Medium-Low,-0.18494238517459646,0,A,High,1
1,A,Low,1.3981263558043282,0,B,Medium-High,-0.9703177533429809,0,C,Low,0.1929489382992482,1,C,High,0,B,Medium-High,-1.6332646600356266,0,B,Low,0.4651159697373252,1,B,Medium-High,-1.1264654658959565,1,C,Medium,0
1,C,Low,0.6783171285192326,1,B,Low,1.178746901875988,0,C,Medium,-1.2545159400728982,1,A,Medium-Low,0,C,Medium,1.4961093256001996,1,B,Low,0.23414111329980405,1,B,High,1.0410355585858453,1,C,Medium,1
0,C,Medium,0.6900034022332444,0,C,Low,-0.9726966859771353,0,A,Medium,1.0199811126852114,1,A,High,1,B,Low,-0.16484777133369094,1,B,Low,-0.22644572393552492,1,C,High,-0.1368907386647543,1,B,High,1
0,B,Medium,1.9843622625791648,0,A,Medium-High,-1.1601461547605085,0,C,Low,-0.5903727264033005,1,A,Medium-High,0,C,Medium,0.23094918885805782,0,C,Medium-Low,0.8495121255035417,1,B,Medium-Low,-2.662867753544583,1,C,Medium,0
1,B,Medium,-0.5103616852669896,0,B,High,-0.9637722865421152,1,B,Medium-High,-1.128766676086392,1,A,Low,0,A,Medium-Low,-1.7647032567064709,1,C,Medium-High,-0.981014380339061,0,C,Low,0.32284297842281134,1,B,High,0
1,C,High,1.0218040124874448,0,A,Medium-High,-1.2965847219336288,1,C,High,-1.3058703493669588,0,B,Medium,0,C,Medium-High,0.18269128943703297,1,A,High,0.2365021017183275,0,C,Low,0.12138776469331634,0,B,Low,0
1,B,Medium-High,1.3487484766181248,1,A,Medium-High,-0.17593124598478832,1,A,Medium-High,0.910413395766313,0,A,Medium,0,A,Medium-High,-0.4671049493703404,0,A,High,-0.22311890295597328,0,C,Low,-0.6727896139540679,0,C,Low,1
0,A,Medium-Low,0.29403068587416503,0,C,Medium-High,0.0641110872420872,0,C,Medium-Low,-0.14937272691825196,1,C,Medium,0,B,Medium-Low,0.6051492772732069,1,A,Medium-High,-0.6789045998615476,1,B,High,-1.1022963558688288,0,C,Medium,0
1,A,Medium,1.4759930023167114,1,B,Medium,-1.6640607865901784,0,C,Medium,-0.24911385981744416,0,A,Medium,1,B,Medium,1.3870472943777576,1,C,Low,1.408095134446748,1,C,Low,-1.8509245649550297,0,B,Low,1
0,A,Low,-1.133095151723496,0,B,Medium,-1.9735889480767346,1,B,Low,-0.6216875837955581,1,C,Low,1,A,Medium-High,-0.4826341676750361,0,C,Medium-Low,-1.3185900910311683,0,A,Low,-0.43221204242105327,0,C,Medium-High,0
0,C,High,1.4125260545696352,0,B,High,-0.048228571081966445,1,A,Medium-High,-1.3853989201620969,0,A,Medium-Low,1,C,Medium-Low,-1.196247242952823,0,B,Low,-0.46183662688517263,1,B,Low,0.022589238402738257,0,B,Medium,0
1,A,High,0.7357470024119295,1,A,Medium,0.12739868920423744,0,A,Medium-Low,0.7402815669786376,1,B,Medium-Low,0,C,Medium-High,1.133293422332794,0,C,Medium-High,1.4341661753116184,0,C,Medium-Low,0.05421443676035662,0,B,Medium,1
0,B,Medium,-2.1865156864084416,0,A,Medium-High,-0.45918846884460107,0,A,Medium-High,-0.0282776164048032,0,B,Medium-High,0,C,Low,0.46100251732582087,1,C,Medium,0.21710139044416366,1,C,Low,-0.5604691488641352,1,A,Medium-High,0
1,A,High,0.04821075374433675,1,A,Low,-0.33750636933812656,1,C,Low,1.4551731594951425,1,C,Medium,1,C,High,0.5232120467402065,1,B,Low,-0.26568729667274293,0,B,Medium-Low,-0.5276809775785114,1,A,High,1
1,A,Medium-High,1.3704963821098006,1,A,Medium-High,1.8052450557698023,1,A,Medium-Low,0.31287686841645646,1,B,Medium-Low,1,A,Low,-0.8113909082260773,1,C,Low,-0.9303771363319877,0,B,Medium-Low,0.9011992740392853,1,C,Low,1
0,B,Medium-Low,-0.4264094538192985,1,B,Medium,-1.0841503758798454,1,A,High,1.046214563403969,1,A,High,1,B,Medium-Low,-0.0044409164326290095,1,A,High,-0.39538333629547706,1,B,High,-0.41401514542307105,0,B,High,0
0,B,Low,-0.8773010019591398,1,C,Medium,-1.6749817344627156,0,A,High,1.5821654804418657,1,B,Medium-High,0,B,Medium,-1.4258857892867487,0,B,Medium-Low,-0.5647274136012377,0,C,Medium,0.36661520506127127,0,C,High,0
0,B,High,-0.7472145644949134,0,C,Medium-High,1.6938888743630467,1,B,High,-2.011701157415886,0,B,Low,1,A,Medium,1.0283709133998862,0,B,High,-0.24894329934955778,0,B,High,-0.8627181354114924,1,B,Low,0
1,A,Low,-2.108752024835317,0,B,Medium,-0.2658425464257584,0,A,High,0.0009918885367321102,1,C,High,1,B,High,2.8577849225709597,1,A,Medium-High,-0.561991577992223,0,B,Medium-Low,1.5421786577648695,1,A,Medium-Low,1
1,B,Medium,0.3598263170702853,1,B,Low,-0.0186173271671595,0,B,Medium-Low,-0.4037537403289252,1,A,Medium-High,1,B,High,-0.5847741056719653,0,C,High,0.985062648603532,0,A,Medium-Low,0.1344428720168887,1,C,Medium,1
1,B,Medium,0.07715391767643544,1,B,Low,1.8593214727565175,0,C,High,1.412694453232895,1,C,High,0,A,Medium-Low,-0.17191374715634952,1,C,Medium-High,-0.2534365080861856,0,A,Low,0.8149090793493409,1,B,Medium-Low,1
0,A,Medium-Low,1.2504330151662628,1,B,Medium-High,-0.2878894642630432,1,C,High,0.6239699680398006,0,B,High,1,B,Medium,0.41533772699886307,0,B,High,-0.38392741081876886,0,C,Medium-High,-0.46298000883202445,0,C,Medium,1
0,A,Medium-High,1.855793591141059,0,B,Medium-High,1.3894066956706603,0,C,Medium-Low,0.6063208875510784,1,C,Medium-Low,0,A,Medium-Low,0.47485916015039226,1,A,High,0.04277333435406736,0,B,Medium,0.07658392753210935,1,A,Medium-High,1
0,A,Medium-Low,-0.37100240103282794,0,A,Medium-High,0.9139572210098003,1,A,High,0.04286910327599042,1,C,Medium-Low,0,A,Medium,-0.864342447100655,1,A,Medium,1.055066579631531,0,C,Medium-Low,-0.10475022364619643,0,C,Low,1
1,A,Low,0.5995877066467376,0,C,High,-1.818784236464731,0,A,Medium-Low,0.9613695680092079,0,C,High,0,C,Medium-Low,0.04472613388857396,0,A,Medium,-1.7366850504489522,0,C,Medium-Low,0.1002650235052568,1,A,Medium-High,0
0,B,Medium-High,-0.9722198792738959,1,C,Medium,0.6468413273065506,1,A,Low,0.7693473712872415,0,B,Low,1,C,High,-1.2655814109193444,0,C,Medium,1.2227383120536965,1,C,Medium-High,0.6766143360037482,0,B,High,1
1,B,Medium-High,0.21825253118290922,0,A,High,0.9745460366209102,0,C,Medium-Low,-1.7880509812275434,0,A,Medium,1,B,Low,-1.9441271709088048,1,A,Medium-High,0.6233656153285532,1,A,Medium-Low,-0.9139165566016677,0,B,Medium-Low,0
0,A,Low,-1.244701514956039,0,C,Medium,-0.1659016333597821,1,A,Medium-Low,1.4437956451604639,0,B,Low,0,C,Low,1.9849978438722875,0,C,High,-0.059249946490909686,1,B,Low,1.4537320680164192,1,A,High,1
0,A,High,0.8463791623428695,1,B,Medium-Low,0.7740546519231969,1,A,High,0.5414822412562419,0,B,Medium-High,1,B,Medium,0.16443453016133905,1,B,Low,-1.1998930449777714,1,C,Medium,-0.8248674563114381,1,C,Low,1
0,A,Medium-Low,0.8960031580113439,0,B,Medium-Low,-0.3220603460469829,0,A,Medium-Low,0.6095395300594816,0,B,Medium,0,A,Medium-High,0.26642891265666596,0,C,Low,-0.786083426981578,1,C,Low,-0.7936973890190745,0,C,Low,0
1,A,Medium-High,1.570186633091882,0,B,High,0.2689047858250622,0,A,Low,0.2736703226159378,1,C,Medium-High,1,B,High,1.7723344959678322,0,B,Low,0.5667083855068284,1,A,Medium-High,0.18535532792588602,0,B,Medium-Low,1
0,B,Medium,0.4945843569897836,1,A,Medium-Low,-1.136954303707181,1,A,High,0.4747383471951367,1,C,High,1,B,High,-0.1856559308476752,1,C,Medium-Low,0.3516760152190331,1,B,Medium-High,-1.185181590536667,1,B,High,0
0,A,Low,-0.1188076070156863,1,B,Medium,1.2701057124789648,1,C,Low,-1.089190968851517,0,A,Medium-Low,0,B,High,-0.9348975990354033,0,C,Medium-High,1.068996456835392,0,A,Medium,-0.9323585516445893,1,A,High,0
1,A,Medium-High,0.7715689849114605,0,A,Low,-0.7131410493586937,1,C,High,-1.5146182364704606,1,C,Medium,0,A,Low,-0.10423406928223324,0,C,Low,1.3672682820424067,0,A,Medium-High,0.6055364673070316,1,C,High,1
1,C,High,1.6965472398038601,0,C,Medium-High,0.2599912551311943,0,C,Low,0.061799009556519416,0,B,Medium-High,0,C,Medium-Low,0.5673778919424759,1,A,Medium-Low,-0.4272458946517719,0,C,Medium-Low,0.924754891244191,0,A,Medium-High,1
1,C,Medium,-0.8140429589027188,1,A,Low,0.5124389210240627,0,B,Medium-Low,0.18077576485824395,1,A,High,0,A,Medium-High,0.028027244752800256,0,C,Medium-Low,1.1776698373502987,0,C,Medium-Low,0.5582613304334347,0,C,Low,1
1,C,Medium,-0.4911132237611206,1,B,Medium-Low,-0.6644034349872294,0,C,Medium-Low,0.8560630491736706,0,B,Low,1,A,High,0.3830848119975431,0,C,Medium-High,-1.2493953021327528,1,A,High,-0.00037224723240285784,1,B,High,0
1,B,Medium-Low,0.009320080207380692,1,C,Medium-High,1.5154840367602604,0,A,Medium-High,-0.32872707320806444,0,C,Medium,0,A,Low,-1.5139951820213517,0,C,Medium-Low,0.47474392650803987,1,A,Medium-High,1.0896017402722153,0,A,Low,1
0,A,Medium-High,1.0755717383649375,1,A,Medium-Low,-0.7650512450454231,0,A,Medium,0.7887103971550787,0,C,Medium-Low,1,C,Low,1.059554463120509,0,B,Medium-Low,-0.5602431915305355,1,C,Medium-High,0.4206687669993483,0,C,High,1
0,C,Medium-High,0.21167788895229522,0,B,Medium-Low,-0.44192992855657104,1,A,Medium,-1.528101294138684,0,B,Low,1,A,Medium-Low,0.570558034238262,0,C,Medium-High,1.2931871347892248,1,A,High,1.0272445710085558,0,B,Medium-Low,1
0,C,High,-0.610514032119485,0,C,Medium-High,-0.31232416778196076,1,B,Medium,-1.6210907660242222,1,B,Medium-High,0,B,Low,-0.2015960148733401,1,B,Medium-High,0.3601171329208489,1,A,High,-0.7486828791184629,1,C,Low,0
0,C,Medium-High,-0.5644057738180259,1,B,Medium-High,0.2852522996739691,1,C,Medium-High,0.1763682174075968,0,A,High,0,B,Low,1.1213938290221992,0,B,Medium-Low,-0.6813978003251584,0,C,Medium,1.3363482434784673,1,A,High,1
0,C,High,0.05856999242633782,0,A,Medium,-0.14084954850709436,0,C,High,-0.3579832898468411,0,C,Medium-Low,1,B,Medium,-0.7128702766993497,1,B,Medium,0.8904641744046969,0,C,High,-1.2878588821759023,1,C,High,0
0,A,High,0.21128280376050734,1,A,Medium,-1.5495556203004968,0,A,Low,-1.2009613299819923,1,A,Low,0,A,Medium,-0.30360377657417337,0,B,Medium-Low,-0.4966000429900938,0,A,Medium-Low,0.42020317140385954,0,C,High,0
0,B,Medium-High,0.07138259616668362,1,B,Low,1.0618303526584396,0,B,Medium,-0.31501924308112567,1,C,Medium-Low,0,B,Medium,-1.3054476009787346,1,A,Medium-Low,1.163114920740245,1,A,Medium-Low,0.18114321863606328,1,A,Low,1
0,B,Low,-0.675325330617968,0,B,Medium-High,-1.1306325185349133,1,C,High,-1.6552922055838943,1,A,Medium-Low,0,A,High,1.3927517791269317,1,B,Medium,1.7052772653242414,1,A,Low,-0.21893741882796122,1,A,Medium,0
0,A,Medium-Low,1.4660039586824363,0,B,High,0.8643210471886363,0,A,Medium-Low,0.5285304165865298,0,B,High,0,A,Low,1.049090928238802,1,C,Medium,0.19686776909180911,1,B,Medium-High,0.8266792149744241,1,A,Low,1
0,B,High,0.21369498026231373,0,A,Low,0.8251606079290376,1,B,Medium-Low,0.6900573390783048,1,C,Low,1,C,High,-0.1929434907158142,0,C,Medium,0.3740205720744996,1,C,Medium,-1.111851008512913,1,B,Medium-High,1
0,A,Medium,0.6127977793967367,1,A,High,1.4527490233229776,0,C,Medium-Low,-2.5203525297219618,0,C,Medium-High,0,A,Medium,-0.06251741238337012,1,C,Low,-2.165684485586854,0,A,Medium-Low,0.04807087873263377,1,A,Low,0
0,C,Low,1.5226729517291488,1,A,Low,0.6121757109874514,1,C,Medium-Low,-1.7532895899531895,0,C,Medium-Low,1,B,High,-1.3775820124659843,1,B,Medium-Low,-1.3622968763376506,1,B,Low,-0.5004625307848761,0,B,Low,0
1,C,Medium,1.534561344516635,0,C,Medium,0.1344013088170438,0,A,High,0.6112590193871247,0,A,Medium-High,0,A,Low,-0.2626764521776411,1,C,Medium-High,1.2149981891857486,1,C,Medium-Low,-0.9493954816377624,1,A,Medium-Low,1
0,A,Medium-High,-0.10216411228321434,0,B,Medium,1.5662829901085678,1,C,High,-0.7757684943876053,0,C,Low,1,A,Low,-1.469757214296687,0,C,Medium-High,0.06841486564924663,0,C,Medium,-1.2348375612204023,1,A,Medium-Low,0
1,C,Medium,-0.048120639663625286,1,A,Medium-Low,-0.883458656562015,1,A,Low,-0.42496338899997765,1,C,High,1,A,High,2.138900745360128,0,A,High,-0.5735763683962439,0,B,High,-0.9846646012507237,0,C,High,0
0,A,Medium,-0.6516465977280761,0,A,Medium-High,1.6712996343303432,0,C,Low,-1.0002779196771507,1,A,Low,1,A,Medium-High,1.1380561979161288,1,A,Medium,1.5038779789593824,0,B,Medium-Low,-0.4214843642523822,0,C,Medium-Low,1
1,C,Medium,-0.16252734852184006,0,A,Medium-High,1.5989894647866747,1,A,High,-1.7406496951146784,0,B,Low,0,B,Medium-High,2.309130590110281,1,A,Medium,-0.484064036749233,1,B,Medium,-0.586570933293863,0,A,High,1
0,A,Medium-High,1.0302346063791104,1,A,Medium-Low,0.6956941606950511,1,B,Medium-Low,-0.11214063887399904,1,B,Medium-High,0,C,High,-0.903879939612449,0,C,High,0.5696723828708549,1,C,Medium-Low,-0.27326054265916716,0,A,Medium,1
1,B,Low,1.423039547238441,0,C,High,1.043136756493879,0,A,Medium-High,2.2823536601165504,0,A,Medium,0,B,High,-1.0838346827207879,0,A,Medium-Low,0.7977752474857134,0,A,Medium-Low,0.3043032733243878,0,C,Medium-High,1
1,B,Medium-High,-0.5009474019417706,0,A,Low,-0.5176587390925609,0,A,Medium-Low,0.703384110304223,0,B,Medium-High,0,B,Medium-High,-0.7300760994096069,1,C,High,-0.8922855291625975,1,C,Medium-High,1.4359978249673304,0,A,Medium-Low,0
1,B,High,0.501376796284907,1,C,Medium,0.2462386026751252,1,A,Medium-High,0.32684690765598945,1,C,High,1,C,Medium-High,-0.20800553597207894,0,C,Medium-Low,2.1725869508255613,1,B,High,0.14007284422313207,0,A,Medium-High,1
