Obj1_Feature1_binary,Obj1_Feature2_nominal,Obj1_Feature3_ordinal,Obj1_Feature4_numeric,Obj1_Feature5_binary,Obj1_Feature6_nominal,Obj1_Feature7_ordinal,Obj1_Feature8_numeric,Obj1_Feature9_binary,Obj1_Feature10_nominal,Obj1_Feature11_ordinal,Obj2_Feature1_binary,Obj2_Feature2_nominal,Obj2_Feature3_ordinal,Obj2_Feature4_numeric,Obj2_Feature5_binary,Obj2_Feature6_nominal,Obj2_Feature7_ordinal,Obj2_Feature8_numeric,Obj2_Feature9_binary,Obj2_Feature10_nominal,Obj2_Feature11_ordinal,Collision
0,B,Low,0.4168052184622619,0,B,Medium-Low,0.48747922313457887,1,B,High,0,C,High,0.5212762523216451,1,B,High,0.17330251975499186,0,A,Medium,1
1,C,High,0.07881284877603,1,C,Medium,0.8166050137855602,1,B,Low,1,A,Low,-0.4223382154243415,0,A,Low,1.1108975485459103,0,B,Medium,1
1,C,High,0.40217569080339866,1,A,Medium-High,0.6829720925371661,1,A,Medium-Low,0,B,High,-1.3875019110229492,1,C,High,0.6338776146971102,1,A,Medium,1
1,B,Medium-High,-1.427463223758634,1,A,High,-0.5756919200714593,0,A,Medium,0,B,High,-0.7793828972783423,1,B,Low,-0.3488756229669638,0,A,Low,0
0,B,Low,-1.5291196478194038,0,A,High,-1.1216587711555157,0,B,Medium-Low,0,B,Medium-Low,1.5510632026960152,0,B,Low,-0.49736795298853165,1,A,Low,0
0,B,Low,-0.6597091447165119,1,B,High,0.9539575043200365,1,B,Low,0,C,Low,-1.932159187765203,0,C,Medium,-0.0956436051616079,0,B,Low,0
0,A,Medium-High,-0.019689460166845633,1,A,Medium-Low,-1.183557894425314,1,C,Medium-Low,0,A,Medium-Low,0.6612274727428775,0,A,Medium-Low,0.9594919676496692,0,C,Low,1
0,A,Medium-High,0.0007572464898799371,1,B,Medium,0.3869543764001381,1,B,Medium-High,0,C,High,0.36110701542745316,1,B,Medium,-0.3168029373097606,0,C,Medium-Low,1
0,B,Medium-Low,0.6152322943786235,1,A,High,1.890230905224719,0,A,Medium-Low,0,A,Medium,1.2444848299369051,0,A,Medium-High,-0.4674420414938242,0,B,Medium-Low,1
0,A,Medium-Low,-1.3273175281743654,1,B,Low,0.7515496138225127,1,C,High,0,C,Low,-1.5270537023655897,0,B,Low,0.3955851679039283,1,C,Medium,0
0,B,Medium,0.8104569379057679,0,A,Medium-Low,-0.7549667571280304,1,C,Medium-High,0,B,Medium,0.6371037246249802,1,C,Medium-Low,1.1956482222717228,0,C,Medium,1
0,B,Medium-High,-1.3205301283625421,0,C,Medium-Low,1.6594228001614681,1,C,Medium-High,0,C,Low,0.3831915959454695,1,A,High,0.22062109792462337,1,B,Medium,1
1,B,Low,-0.8391745617579273,0,C,Medium-Low,0.010423143066974259,0,C,Low,1,C,Low,0.6316294987813804,1,A,Medium,0.9217278979198841,0,C,Low,1
1,B,Medium,1.3412578245673867,0,C,Medium-High,-0.6112520359198836,1,C,Medium-Low,0,C,High,-0.08559495999315585,1,A,Low,-0.32337456343500726,0,A,Medium-High,1
1,C,Medium,-1.261799327282689,1,A,Medium-Low,-0.29367710763902044,0,C,Medium-Low,0,B,Medium,0.2693435461874821,0,B,Medium-High,-1.072750431588691,1,B,Low,0
0,A,Medium,-1.9295264584291165,1,C,Medium,-0.40248322457974717,0,A,High,0,A,Medium-Low,0.6807811115733393,0,A,Low,-0.9163529600596443,1,A,High,0
0,B,Low,0.02086646284609434,1,A,Medium,0.6694213459799735,0,B,Medium-High,1,A,Medium-High,1.3051061295388875,1,C,Medium,-1.9501252463370753,1,B,Low,1
0,A,Medium-High,-1.994796754050835,0,B,Medium,-0.439184021946713,0,C,Medium,0,A,Low,-0.18380416460286428,0,B,Medium,-0.6124231349568648,1,B,Low,0
0,A,Medium-High,0.5485457494995776,0,B,Low,-0.8078604263344512,1,B,Medium-Low,0,A,High,0.5798315672434561,1,B,Low,-0.767316343175749,0,A,Medium,0
1,C,Medium-Low,0.6378101462283444,0,B,Medium,0.928084261909848,0,C,Medium-Low,0,B,Medium,0.8957305643422241,1,A,Medium,-1.3687641788348535,1,B,Medium,1
0,A,Low,0.6374865626419577,0,C,Medium-Low,-0.2864676038502163,0,B,High,0,B,Low,0.016366498155954073,0,C,Low,-0.031475908891966733,1,C,Medium-High,1
0,C,Low,0.8895089640531788,0,B,High,0.879052491524729,0,B,Medium-High,0,C,Low,-0.4286350767462436,0,C,Medium-High,0.19634845438053922,0,B,Medium-High,1
0,A,Low,-0.8334444476094651,0,A,Low,-0.538028235508757,0,B,High,1,C,Medium-Low,-1.5764647360615496,0,A,High,0.06626693443120651,0,A,Medium,0
1,C,Medium-Low,1.5594275117341694,1,A,Medium-High,1.3191413526906504,1,C,Medium-High,0,C,Medium,-0.5552212956034233,0,B,Low,-0.6855229829275792,0,B,Medium-High,1
1,A,Low,-0.21369870686720932,0,C,Medium-High,0.6228914882839084,0,C,Medium,1,B,Medium-Low,0.049740853774651254,1,A,Low,-1.555919114687594,1,A,Medium,0
0,A,Medium,-1.2523308650483806,0,A,High,0.9845432651739444,0,B,Low,1,C,High,0.8166230390714622,1,A,Medium-High,0.821995635183753,1,C,Low,1
1,B,Medium-High,-0.09163654505524636,0,C,Low,-0.5814100284727309,1,B,Low,0,B,Medium,0.3162642314382491,0,B,High,0.37610769488794726,1,C,Medium,1
0,C,Medium-High,-1.1048996692077497,0,C,Medium-Low,1.0432774884306772,1,C,Medium-Low,0,C,Medium-Low,0.8424113775604751,1,C,Medium-Low,-0.6496580666960515,1,B,Medium-High,1
1,B,Medium-High,0.4251177303115927,0,C,Medium,-0.3515259609506304,1,C,Medium-Low,0,A,Low,0.4323607151232044,1,B,Medium-High,0.19700362883015587,0,A,Medium-Low,1
0,B,Medium,-0.17398316951987886,0,B,Medium,0.4065252296939512,0,A,Low,0,B,Low,0.6074835015374236,0,C,Medium-Low,0.4392534967160553,1,C,Medium-High,1
0,C,Medium,1.1730278458273655,1,C,Medium-Low,-2.613689432664404,0,A,High,1,B,Medium-Low,-0.39048880992721885,1,A,Medium-High,1.3163738178590731,1,B,Medium,0
1,B,Medium,-1.7132059619193347,1,A,Medium-High,1.5974785282505108,0,B,Medium-Low,1,C,Medium-High,-0.9467984114037608,0,B,Low,1.3068987127629454,0,B,Medium-High,1
0,B,Medium-Low,1.5550341766855043,1,B,Medium-Low,1.4921240021559439,0,B,Low,1,A,High,0.6750773665367741,1,B,Medium-High,-1.12155872113063,0,A,Medium,1
0,B,Medium-High,0.014914590611916238,0,B,Medium-Low,0.18750078974009934,0,B,High,0,B,Medium,1.135386805640377,0,A,High,1.7025636485270688,1,C,High,1
1,A,Medium,0.8299851592921406,0,A,High,0.12361454697157377,0,A,Medium-Low,1,C,Medium-High,-1.7025388032218602,1,A,Low,1.1744262327626867,1,C,Medium,1
1,A,Low,-0.7199775173995927,1,C,Medium-Low,-1.3175059609170765,1,C,Medium-High,0,B,Low,0.6027737179380876,1,B,Low,-0.027324135574031377,0,C,Low,0
1,A,High,0.42727624656195073,1,C,High,0.42374421984057453,0,C,Medium,1,A,Low,1.7462423431841547,0,A,Low,0.7957090836858384,0,A,Medium,1
0,A,Medium,0.8231769354592529,0,C,Medium,0.4634816221843171,0,B,Medium-High,1,B,Medium-High,-0.9549201880866852,1,C,Medium-Low,0.3343626141373659,1,C,Medium-High,1
1,B,Low,1.4632368890883927,0,B,Medium-Low,-0.27123966229591157,1,C,Medium-Low,0,C,Medium-High,0.8339635930760091,0,C,High,-0.305785282515428,1,C,Medium,1
1,B,Medium-High,0.03951887064221682,0,B,Medium-High,-0.474082252137306,1,C,Medium-Low,0,C,High,0.9746857337367278,0,B,Medium-Low,-0.26411598628428873,1,C,High,1
0,C,Low,0.6057399126978125,1,A,Medium-Low,-0.6069607431707582,0,C,Medium,0,A,Medium-High,0.13226947158822414,1,A,High,-0.1722471220871231,1,A,Medium-High,0
1,A,Low,1.4447860930817233,0,A,Medium-Low,0.4930620107553084,0,A,Medium,1,C,Medium-High,0.22929741872740161,0,B,Medium-High,-1.46959318376991,1,A,Medium-High,1
1,A,Medium-Low,0.4023453138461572,1,C,Medium-High,-1.4657716435588972,1,A,Medium-Low,1,A,High,1.897236791055817,1,C,High,-0.6738742786770804,0,A,Medium-Low,1
0,C,Medium-High,-1.5938253218438703,1,A,High,-1.8109130509899678,1,A,Medium-High,1,A,Medium-High,0.7454807314805965,1,B,Medium-Low,0.6499220645540804,0,C,Medium,0
1,A,High,-0.6034735099458562,0,A,Medium,-1.624904398033548,1,C,Low,0,C,Low,-0.4647361806167283,0,C,Medium,0.4870604607186134,0,C,Medium-Low,0
0,A,Medium,0.18104010347350438,0,C,Medium-Low,0.10683470587888369,1,B,Low,1,A,Medium-Low,0.04595655910882994,1,C,Low,-1.053107287841311,1,A,Medium-High,0
1,A,Medium-High,-0.29063892255525525,1,B,Medium,-1.1209563963858904,1,B,Low,1,B,High,1.7801880623275912,0,C,Medium-Low,0.8044290566843829,1,C,Medium-High,1
1,B,Medium,0.4585653189452591,1,C,Low,-0.0854521766426492,1,B,Medium,1,B,High,-1.576522843795219,1,A,Medium-Low,1.178299043068024,1,A,High,0
1,A,Medium,0.07891549240141195,1,B,Low,1.5082334258719912,0,A,Low,1,A,Low,0.807374263855267,0,B,High,0.42254199122189035,1,C,Medium,1
1,A,Medium,-0.8929319969182695,0,B,Low,2.3592146116360424,1,A,Low,0,A,Medium,0.8474406762869554,1,B,Medium-Low,-0.7776644515107823,0,A,Medium-High,1
0,C,Medium-Low,1.2488456795798903,1,C,Medium-High,-0.05749053322018525,0,A,Medium-High,0,B,High,0.5868170853282192,0,C,Medium-High,0.2759692607978324,0,A,Low,1
1,A,Medium-Low,-1.2064617743092485,0,A,Medium,-1.7790813459918704,1,C,Medium,0,C,High,1.1488446977367899,0,C,Medium-Low,1.1596344117076405,0,A,Medium,0
0,A,Medium-High,-1.5198695059774974,1,C,Medium,0.06676741030504152,1,B,Medium-High,1,B,Medium-High,-0.577791146973498,1,B,Medium,0.8208131804390625,1,A,Low,0
0,A,High,-0.5447366266980993,0,B,Low,0.36701624707576186,0,A,Low,0,C,High,-0.5218200787127139,1,C,High,0.3630482601700787,0,C,Medium,0
1,B,High,-1.0190517370566694,1,C,Low,0.48967796608293795,0,C,High,0,B,Low,0.808149464276267,0,A,Medium-Low,-1.9736354121143176,1,C,Low,0
1,B,Medium-High,0.24566284879701636,1,B,Medium-Low,0.35822324237900655,1,A,Medium-Low,1,A,Medium-High,-0.8736527669666669,1,A,Medium-High,0.022289831192661994,1,A,Medium-Low,0
1,C,Medium,-1.0874524964296746,1,A,Medium-Low,-0.514832156488812,1,A,Medium-Low,0,C,Medium,1.159124320280312,0,C,Medium-High,0.9568358058974809,1,C,Low,1
0,A,High,0.16435557460074982,0,C,Medium-High,-1.1775947014775214,0,A,Medium-Low,1,B,Low,-1.2408557872888046,0,C,High,0.43871625815293175,1,C,Medium-Low,0
1,A,Medium,-0.7297059067091819,0,C,Medium,1.1041848993191168,1,A,Medium,1,A,Medium,-0.7645337037638182,0,A,Medium-High,1.2648311482837962,0,B,High,1
0,A,Medium-Low,1.5688572980311766,0,B,Medium,-0.6990069075546976,0,A,Medium-High,0,B,Medium-Low,-1.033422483479851,0,B,Medium-High,1.1150380803719147,1,C,Medium-High,1
1,B,Medium-Low,1.5366644123630322,0,B,Low,-1.931815408979014,0,C,Low,1,B,Medium-High,1.322429964301805,1,B,Medium-Low,-0.8818259150213743,1,C,Medium-Low,1
0,B,Medium,0.47155519901734644,1,B,Medium-Low,1.1199821781281116,0,A,Medium-Low,1,B,Low,1.4239315007918925,0,C,High,1.1449972806462523,1,B,Low,1
1,B,Low,0.11177411668758737,0,B,Low,0.7838149784252783,0,B,Medium,0,A,Medium-Low,1.0576497576242037,0,A,Medium-High,0.25121425360502786,1,A,Medium-High,1
1,A,Medium,0.10881819337165391,1,A,Medium,1.0640383119465775,0,A,Medium,1,C,Low,-0.613387752669174,0,C,Medium-High,1.016809850086453,0,B,Medium,1
1,A,High,1.2930369583499728,0,A,High,0.3832775619395149,0,A,Low,0,C,Medium,-1.4630188066876375,1,A,Medium,0.3380120080681714,0,A,High,1
1,B,High,-0.9897617330159155,1,C,Medium,-1.4333626407895066,0,C,Medium-Low,0,A,Medium,-0.8771633809545364,1,B,Low,1.9052588922761455,1,B,Medium,0
1,A,Medium-Low,-0.08315867076704285,0,A,Medium-High,1.2993702310903157,1,B,Medium-Low,1,A,Medium,-0.49400968714720417,1,A,Low,-0.16058378427475828,1,B,Medium,1
0,B,Low,0.9414208307603522,0,A,Medium-High,0.3947708220947869,1,C,Low,1,B,Medium-Low,0.05041113561882737,1,B,Low,-1.4678276526888712,1,B,High,0
0,A,High,-0.015911305162598966,0,B,Medium,0.5769275089849514,0,A,High,1,B,Medium-High,0.477839825515638,1,B,High,-0.38552252763707945,0,A,Medium-High,1
0,C,Medium-High,-0.22561574238976062,0,C,Medium-High,0.10865846376323526,1,B,High,0,B,High,-0.40393791106661214,1,A,Medium-Low,0.4396943596928724,0,A,Medium-Low,0
1,B,Medium,1.1499080747401738,0,C,Medium,2.8030909405429782,1,A,High,0,A,Medium,-1.4925774555083566,1,C,High,0.5152396002991512,1,B,Medium-Low,1
0,C,Medium-Low,-1.1369712771962908,1,A,Medium-Low,-0.9997691211499132,1,C,Medium-High,1,C,Medium-High,0.4228321597784706,1,A,Low,-1.7487944817409131,0,A,Low,0
1,B,Medium,-2.121076272642531,1,B,Low,-0.454963145327956,1,A,High,0,C,Medium-High,0.3422982036896749,1,C,Low,0.5225136775617267,1,A,Medium-High,0
0,C,Medium-High,-0.804663165778375,0,C,Low,-0.41054901222792045,1,B,Medium,0,C,Medium,0.3805781266900323,1,A,Low,-0.05448071006326815,1,C,Medium,0
0,C,Low,0.6932045427967397,1,B,Medium-High,0.6783783907168839,0,C,Medium,1,A,Medium,0.9497070990547047,0,A,Medium,-0.06866820683730131,0,A,Medium,1
0,A,Low,0.11243733935794269,1,C,Low,-0.12542163017675337,1,B,High,1,B,High,0.47093227041028474,0,C,Medium,-1.1489215981101757,1,A,Low,0
1,C,Medium-Low,0.27241623137871646,0,A,High,0.5350282037463605,1,C,Medium-Low,1,A,Medium-Low,-1.4737750852353306,1,A,Medium,-2.667545295831589,1,A,Medium-Low,0
1,A,Medium-High,0.3979439837124254,0,A,Medium-Low,0.9671411794324348,1,A,Medium,1,A,Medium,0.5132102747738628,1,B,High,2.1857587194691748,1,B,Low,1
0,A,Medium-Low,-0.12907855656600048,0,C,Medium-High,0.9009886282588115,0,C,High,0,A,Medium,-0.5935673272257302,0,A,Medium,-0.2155762459398111,1,B,Medium-High,0
0,A,Medium-High,1.1093541435496894,0,A,High,1.1293905762257135,1,C,Low,1,B,Medium-High,0.36756355658137085,1,B,Medium,-0.3866586183121195,0,B,Low,1
0,C,Medium-High,0.9760207409020606,1,B,Low,1.5382402878729902,1,B,Medium,1,B,Medium-High,-1.2208559662777607,1,B,Medium-Low,-0.8216655669989784,1,C,Medium-Low,1
1,C,Medium,-0.02101490285330377,0,B,Medium,-0.9042262058273014,1,C,Medium-Low,0,B,Medium,0.15635101230820955,1,C,Medium-High,-0.35047107685804674,0,B,Low,0
1,B,Medium-Low,0.6980201957133759,0,B,Low,2.317170092514284,0,A,Low,1,C,Low,-0.05965836020636569,1,A,Medium,0.610810716229795,1,A,Medium,1
0,C,Low,0.18766859833557784,1,C,High,0.31182105333733184,0,B,Medium-Low,1,A,Medium,-0.5724277952535354,0,B,Medium-Low,-0.04076659986703326,0,B,High,0
1,A,Medium-Low,-2.0260751481979247,1,C,High,-0.4228509513434003,1,A,Medium,0,A,High,-0.7354623199365992,0,A,Medium-Low,-1.2185015830503616,0,B,Medium-High,0
1,C,Medium,2.422345319651092,1,C,Medium-High,0.6966696036481557,0,C,Medium-High,0,C,Medium-Low,-1.0339258388993349,0,C,Medium,1.0916188120189754,0,B,Medium-High,1
0,A,Medium-Low,-2.4681547703141278,0,B,Medium-High,-0.9668943268499288,0,A,Medium-Low,0,C,Medium-High,-1.5108223999225368,1,A,Low,0.2419614913737708,0,C,Low,0
0,B,Medium,0.9502695048382303,1,C,Medium,2.305320665842422,1,A,Medium-High,1,B,Low,-0.7470766334970724,1,A,Medium-High,0.039311636408672926,1,A,Medium-Low,1
1,C,Medium-Low,-1.2264492661242035,0,C,Low,0.04387084834281881,0,B,High,0,C,High,1.864203391268782,0,B,Low,0.36778397167652466,0,A,Medium,1
0,C,Medium,1.2371037683839703,0,C,Medium-Low,-0.8749330511079071,1,B,Medium,1,C,High,0.2451900806648841,0,A,Low,0.9752585616998937,0,A,Medium-Low,1
1,A,Low,-0.4685342748809303,1,A,High,0.02507404824389654,1,A,Low,0,C,Medium-High,1.9492659853945098,0,A,Medium-Low,0.8785836747043905,1,A,High,1
1,C,Medium-High,-0.11669889161791124,1,C,High,0.6411972274904475,0,C,Medium-Low,0,B,Low,-1.2386428963186797,0,A,Medium-High,-0.5989983019142476,1,A,Low,0
0,B,High,-0.4386913552877604,1,A,Medium-High,0.04698902429193329,1,C,Medium,0,B,Medium-Low,-1.0223123359086892,0,C,Medium,-0.6106150651740095,0,A,Medium,0
1,C,Low,0.5175985247178353,1,A,Medium-High,0.6806989512379366,0,C,Low,1,C,Medium-High,-0.5756789146216275,0,A,Medium-High,0.23765382206628904,0,B,Medium,1
1,B,Medium-Low,-0.5509886399352785,0,B,High,0.40783038359117824,0,C,Low,1,B,Low,0.8292334750682594,0,A,Medium-Low,-1.5157204788809135,1,C,Low,0
1,A,Medium,-2.086893013749499,1,B,Medium,0.1518531546972124,0,C,Medium-High,0,C,Medium-Low,0.5244175980766824,0,A,Medium,2.8280367351009588,1,B,High,1
0,C,Low,-1.526088183115902,0,B,Low,0.16706526686703352,1,C,Medium-Low,0,B,Medium,-0.3768052603828093,0,A,High,-0.5548149806792276,1,B,Low,0
1,B,Medium,-0.1328537756042146,1,C,Medium,0.36094422765040773,0,A,High,0,B,Low,0.4889163614146603,0,B,Medium,0.015464752272129453,0,A,Medium-High,1
0,A,Medium-Low,1.3731503018081745,0,C,High,0.6268866199862488,0,A,Low,1,C,Medium-Low,-0.16175279030708478,0,C,Low,-1.6765491186578694,0,A,Medium,1
0,C,Medium,0.7411981895996448,1,B,Low,1.5334304538830712,1,A,High,1,B,Low,-1.2079256465130208,1,C,Medium,0.049248094392648205,0,B,Medium-Low,1
1,C,Medium-High,0.20665948761305372,0,A,Medium,-1.8583347039979476,0,B,Medium-Low,0,C,Medium-Low,-0.44430727502982237,1,C,Medium,-0.8523038188069296,1,A,Low,0
1,B,Low,1.1362226744430715,1,A,Medium,0.11076177923349376,0,B,Low,1,C,High,-0.2856134146281952,0,C,High,-0.04210112099294715,1,C,Low,1
1,A,High,0.07186138205962468,1,B,High,-0.383940191487964,1,A,High,0,B,Medium-High,-1.5200958594169824,1,B,Medium-Low,-0.19485675317136777,0,B,Medium-High,0
0,A,Medium-High,0.6115681761172284,1,C,Medium-High,1.2172555706099024,1,C,High,1,C,Low,-0.8166735175440227,0,C,Medium,2.3258973383728274,0,A,High,1
1,C,Medium-Low,-1.9513747495718703,1,B,High,-0.3955392147193709,1,B,Medium,1,C,Medium,0.6889245694043369,1,C,High,-0.09777931887984417,1,B,High,0
1,B,High,-0.3783144650738776,1,A,Medium,-0.20535518623538784,0,A,Medium,1,B,Medium-Low,0.6647395640635885,1,B,High,0.26911322597689313,1,C,Medium-Low,1
1,A,High,-0.2779415635908473,1,C,Medium,-0.33067626583033144,0,A,High,0,C,Medium,-2.015672106996252,1,B,Medium,1.2249449013746085,0,C,Low,0
0,A,Low,-0.34006519165058985,0,B,Medium,1.123492012125167,1,B,Medium-Low,1,B,High,-0.7500943952784288,0,C,Low,-0.6986576921198764,1,A,Low,0
0,B,Medium-High,0.05539721178733703,1,C,Medium-High,1.0081632510666994,1,C,Medium-Low,0,A,Medium-High,0.4875066848089235,1,C,High,-0.904445287961073,0,A,Medium-Low,1
1,A,High,0.48263754446388085,1,B,Medium-Low,-0.36802286764373027,1,B,High,0,A,High,2.0772352590897287,1,B,Low,-0.4995289079145831,1,B,Medium-High,1
1,B,Medium-High,1.1257495391028496,0,B,High,0.21043611605682486,1,B,Low,1,A,Medium,-0.5669200773839455,0,B,Medium-Low,1.003371643999539,0,C,High,1
1,C,Low,0.8073400008307703,0,C,Medium,-0.08418697838384624,1,A,Low,0,C,Medium-Low,-0.48324320207223803,1,B,High,-1.4728053332741378,0,C,Medium-High,0
0,A,Low,-0.27149452261750556,0,B,Medium-High,-0.8236050178825127,0,A,Medium,0,A,Medium-High,0.19335261512694638,0,A,Medium,-0.7535095090540564,1,B,Medium-High,0
1,C,Low,-0.4247964519331021,0,C,High,-0.9111852089698743,1,A,Medium,1,C,Medium-High,0.92185204460761,1,A,Medium-High,0.72297929771145,0,C,High,1
1,B,Medium-Low,-1.829403954335333,1,B,Low,0.27659526783360683,1,C,High,1,C,Medium-High,0.3457965595186536,0,A,Medium-Low,1.2369909352610446,0,B,Low,1
1,C,Medium-High,-0.22984140768843161,1,C,Medium-High,-1.1171753444550059,1,B,Medium,0,A,High,0.022068055167895007,1,C,High,-0.18366724895203507,1,B,Medium-Low,0
0,C,Medium-High,-1.4160046513855353,1,B,Medium,1.0240099782294176,0,A,Medium-Low,0,C,High,0.7896555125598083,0,C,Medium-Low,0.2791526783440192,1,B,Medium,1
0,A,Medium-High,0.9756164306392129,1,A,Medium-Low,-0.23423699871699802,1,C,Low,0,C,Medium,0.09008288497896255,0,C,Medium-Low,0.8203999475684847,0,A,Medium-High,1
0,C,Low,-1.3785121415587835,0,A,Medium-High,-1.1585527698110596,0,C,Low,0,C,High,-0.7247576970093482,0,B,Medium-Low,0.010033764876578826,1,B,Medium-High,0
0,A,Medium-Low,0.5297031509557211,0,A,Low,2.127916675190243,1,B,Medium,0,C,Medium-Low,0.1378461839906462,1,A,High,1.684752265418369,0,B,Medium-Low,1
1,A,Medium,1.6780940950876633,1,C,High,0.1130006373576246,0,B,High,0,C,High,-0.7024367225457838,0,C,Medium-Low,-0.29163926054381384,1,B,Medium,1
1,A,High,-0.5443858662379861,0,B,Medium-High,1.2775776859298336,0,B,High,0,B,Low,0.37239005913196666,1,C,High,0.41610295370010475,1,C,Low,1
1,C,Medium-Low,-1.2423344031446601,1,B,Low,-0.667470409262808,1,A,Medium-High,0,B,Medium,0.348475213546018,1,B,High,0.7737221854473536,0,A,Low,0
0,B,Medium,2.1999260091883177,1,C,Low,-1.8498995327315244,0,B,High,1,C,Low,-0.7547370640802277,1,C,Medium-High,0.5332773569229764,1,B,Medium-Low,1
1,C,Low,1.607916003284224,1,C,Low,0.024671736863402325,1,A,High,0,A,Medium,-0.6231444773110852,0,A,Medium,0.4886217045662204,0,A,Medium-High,1
1,B,Medium-Low,0.3478621711568108,0,A,Medium,-1.3673094347730645,1,C,High,1,C,Medium-Low,-0.9270010969728437,0,C,Medium,0.1033438131950053,1,A,Medium-Low,0
0,B,Medium-High,0.19071795108401393,1,A,Medium,0.2797250810509562,1,C,Medium,1,A,Medium-Low,-0.6178207859322461,1,A,Medium-Low,-0.2140948380927986,0,B,Medium,0
0,B,High,-1.4313907458333741,1,A,Medium,-0.2376107507520353,0,A,High,1,A,Medium-Low,-0.7284697331131395,1,C,Medium,-0.019280945445305127,1,A,Medium-Low,0
0,A,High,-0.039137578140734604,1,A,Medium-High,0.9959978622497391,1,B,High,1,A,Medium-Low,-2.518085871779808,0,A,Medium,0.7776471757346197,1,C,Medium-High,0
0,A,Medium,-1.0889191545990455,1,C,High,-0.2579096475335773,0,A,Low,0,A,Medium-Low,-0.07106976275875897,1,A,Low,-0.47085480578236366,1,A,Medium-High,0
0,B,Medium-High,0.4020540052628049,0,C,Medium-Low,-0.8961640675210361,1,B,Low,1,A,High,0.02974879810397865,1,B,Medium-Low,0.41965498069278695,0,B,Medium-High,0
0,A,Medium-High,0.6768298679402899,1,B,Medium-Low,0.31281306301723444,1,A,Medium-High,0,B,Medium,0.7198405606957676,0,B,Low,-2.0808671807540344,1,C,High,0
1,A,High,-1.4083078564098774,0,A,Medium,-0.6298399708870094,0,A,Medium-Low,1,C,Medium,-1.180845584116965,1,B,Medium,1.1419852048887458,0,A,Medium-Low,0
0,A,Low,-0.007225378933211792,1,B,High,0.7600962675046347,0,C,Medium-Low,1,B,Low,0.020736506359165,1,A,High,-0.05074120710852444,0,C,Medium,1
0,B,Medium-High,1.5391994753618845,1,C,Low,1.6989414009434973,1,B,Medium-Low,1,B,Medium-Low,-0.11087341849175615,0,B,Medium-High,0.8439309684649989,1,A,Medium,1
1,C,Medium-Low,-0.50238606704764,1,A,High,-1.627354463935562,1,B,Medium-High,0,A,Medium,1.3889487522189972,0,C,Low,1.775450879892732,1,A,Medium-High,1
0,C,Medium,0.4242234842621255,1,A,High,0.23711805272596273,1,C,Medium,0,A,Medium,-2.379919109548897,0,C,Medium-Low,-0.037223345862231264,1,C,Medium,0
1,B,Medium-Low,-1.073808931174913,1,B,High,-2.0706394348654453,1,C,Medium-Low,0,C,Medium,1.277681578627854,0,A,Medium-High,1.0645276251473177,1,B,Medium-Low,0
0,B,Low,-0.12027837316776557,0,C,High,0.14730883701730343,0,A,Medium,0,A,Medium,-0.624828301907631,0,C,Medium-High,2.1622050084747633,0,B,Low,1
0,A,Medium,0.016056512866678502,1,A,Medium-Low,-0.2412339435377595,0,A,Medium,1,B,Medium,-0.08824091880623422,0,C,Medium,-0.7785845208545901,1,A,Medium-Low,0
1,B,Medium-High,2.2301676487690747,1,B,Medium-Low,0.6215457930688354,1,C,Medium-High,1,A,Medium-High,-0.6636950190087872,1,A,Medium-Low,-0.6104470663564361,1,A,Medium,1
0,B,Medium,-0.49801426718234565,0,C,Medium-High,1.3591883668472926,0,A,Low,1,A,Medium,0.551672862725821,0,B,High,-1.488729856054299,0,C,High,0
0,B,Low,0.9972595101803372,0,A,Medium-Low,1.2723031124994004,1,B,Medium-High,0,B,Low,0.7608170781282232,1,C,Medium-Low,-1.804266337975577,0,A,Medium-High,1
0,A,Medium-Low,-0.3080472141069687,1,C,High,1.5724707656125287,1,C,Medium-High,1,B,Medium-High,0.9965642094451294,1,B,High,1.2193900356819862,0,B,Medium,1
0,A,Medium-Low,-1.206159668062452,0,B,Medium-High,-1.2698739698893846,1,B,Medium-Low,1,C,Medium-High,1.2777249091456653,0,A,Medium,0.26151202208335994,0,A,Medium-High,0
0,C,Medium-High,-1.5800930403578248,0,A,High,-1.2392592453371387,1,A,Medium,0,B,High,-2.0810504685783275,0,B,Medium-Low,-1.2967633348371492,1,C,High,0
0,C,Low,-0.3487380387753004,0,C,High,0.2347932161350544,0,A,Medium-High,0,C,High,0.6799774903354388,0,A,Low,1.069191761018979,1,C,Medium-High,1
1,A,Medium-High,1.7578963652692416,0,C,Low,-0.7462945433866276,0,B,Medium-Low,0,B,Low,0.1155900620513302,0,B,Medium-Low,-1.2229470845828663,0,A,High,0
1,C,Low,0.7886851944379172,0,A,Medium-High,-1.22141547342446,0,A,Medium-High,0,C,High,0.7763675798861277,1,B,Medium-High,1.1791584543936622,1,B,Medium-High,1
1,C,Medium,1.3667430745392353,1,A,Medium-Low,1.1345233099319032,1,A,Medium-High,0,C,Medium-High,0.5846060167336425,1,A,Medium-Low,-0.9765114918354013,0,A,High,1
1,C,Medium-Low,1.0647957553397291,0,B,Medium,-0.08627259393071916,0,B,High,1,C,Medium-High,1.7488791933963126,0,B,High,1.3551449081020157,1,A,Medium-Low,1
1,A,Medium-High,-1.279666906409537,0,A,Medium,0.6305601434749508,1,B,High,0,C,Medium,0.78067889244369,1,B,Medium-Low,-1.747474491031786,1,C,Medium,0
