Obj1_Feature1_binary,Obj1_Feature2_nominal,Obj1_Feature3_ordinal,Obj1_Feature4_numeric,Obj1_Feature5_binary,Obj1_Feature6_nominal,Obj1_Feature7_ordinal,Obj1_Feature8_numeric,Obj1_Feature9_binary,Obj1_Feature10_nominal,Obj1_Feature11_ordinal,Obj1_Feature12_numeric,Obj2_Feature1_binary,Obj2_Feature2_nominal,Obj2_Feature3_ordinal,Obj2_Feature4_numeric,Obj2_Feature5_binary,Obj2_Feature6_nominal,Obj2_Feature7_ordinal,Obj2_Feature8_numeric,Obj2_Feature9_binary,Obj2_Feature10_nominal,Obj2_Feature11_ordinal,Obj2_Feature12_numeric,Collision
1,B,Low,-0.319968731363249,0,B,Low,0.5608737436410145,0,A,High,0.5687419962055411,0,C,High,-0.14497377627481317,0,B,Low,-0.2925518365282254,0,A,Medium-High,1.4111085432694592,1
1,B,Low,2.0954644197354053,1,A,Medium-High,1.1287916161748262,0,B,High,0.6378822331812654,1,C,Low,1.2023758453279796,1,A,High,0.8236529304327009,0,C,Medium-High,1.0071165044668018,1
1,C,Medium-Low,-1.217935857077949,1,A,Medium-High,0.5650087699035341,1,A,Medium,-1.2333639809523216,0,C,High,-0.13691419726452053,1,B,Medium,-0.7140607031647727,0,B,Medium-Low,1.6394055135079029,0
1,B,Medium-High,-0.26921962092189283,0,B,High,-1.751208867682665,1,C,Medium,0.4193377715925699,0,A,Medium-Low,-0.606435772038807,1,C,Medium-High,-0.3979183107750535,1,C,Medium-High,0.6907007629468385,0
1,C,Medium,1.611969674092944,1,C,Medium,-1.0139315412212564,0,B,Medium-High,-0.03928867149321768,0,A,Medium-Low,0.20226049172790056,1,C,High,-0.778983106008803,0,B,Medium,0.41719628949139737,1
1,B,High,0.22256774406767385,0,A,Medium-Low,-0.675518273443661,0,B,Medium-High,0.12199174494633941,0,C,Medium-Low,0.6130183640877126,0,C,Medium,-0.5098525822460785,1,C,Low,-0.6761528723114208,0
0,C,Medium-Low,0.8121938216961478,1,B,Medium,0.41171113061015946,0,B,Medium-Low,0.687899041913845,1,A,Low,0.8319284460474129,0,C,Low,-2.1057916092945566,1,A,Medium,0.4217474396646921,1
0,C,Medium-Low,-0.02102738439511904,0,A,Medium-Low,2.9291525138230337,1,B,Medium,-0.0457532083660393,1,C,Medium,0.2150327555304092,1,A,Medium-Low,-1.1310333671374806,1,A,High,1.1593769084462209,1
0,C,Medium,-1.7650557194322798,1,C,Medium-High,0.748898852894917,0,B,Medium,-0.9252300122885236,1,C,Medium,-0.3938972368000014,1,B,Low,-1.1695471077203392,0,C,Medium-High,-1.2647711157715364,0
1,C,Medium-High,0.11000359347043104,1,C,Low,-0.9160249804783218,1,C,Medium,1.1629895626450837,1,C,High,1.6668838860067432,1,C,Low,0.004940930414990275,1,A,Low,-1.470609885882194,1
0,A,Medium,-0.2844085580085201,1,B,High,-0.4978571686148562,0,A,Medium-High,-0.815867504435707,0,C,Medium-Low,-0.8376594799840821,0,B,Medium,-0.4454294834584697,1,C,High,1.124169927664463,0
1,C,High,-1.0660689908455347,0,B,Medium-High,-0.5577587745583957,0,C,Low,-0.4208144832904015,0,A,Medium-High,-0.3102563176640127,0,C,Medium,0.546611192731938,0,B,Medium-High,0.25575573330953205,0
0,B,Medium,0.0902390763819836,1,C,Low,1.8009306969109524,1,B,High,-0.5206349090823794,1,A,Low,0.017694648275820055,0,B,Medium,1.3296004582637173,1,B,Medium-High,-1.0725953243292534,1
0,B,Medium-Low,-1.6673718362450103,1,B,Medium-High,2.313561555480582,1,A,High,-0.2878841465767068,0,A,Medium,0.514223971498181,0,A,Medium,2.3777515092573562,1,C,High,0.38234552343003164,1
0,A,High,-0.3231099097877724,0,A,Medium-Low,-0.028174767681416576,0,A,High,0.025148237468280453,1,B,High,-1.1301956406714617,0,B,Low,0.3864198976747199,0,B,Medium-High,-0.3971813618787777,0
0,C,High,0.9881393133313793,1,B,Medium-High,0.9161188242675986,1,C,Medium-Low,-1.1610332779452153,1,C,Medium-High,0.6771486496010113,0,A,Medium-High,-1.0598856849564469,1,B,Low,-1.5270068507526695,0
0,C,Medium-High,-1.9515423289649532,0,A,Medium-Low,0.287218035913585,0,B,Medium-Low,0.5487155739305303,0,A,Medium-High,-0.15594009956744986,0,C,Medium-High,0.05971766163864672,1,B,Medium-Low,1.621945628921543,1
1,B,Low,0.2608343237340753,1,C,Medium-Low,0.23722338449292263,0,A,Medium,2.352896812583891,1,C,High,0.11752766063827016,1,A,Medium-High,0.13217585384480304,1,B,Low,0.6809553657199153,1
1,B,Medium-Low,-1.1499741889776447,1,A,Medium-High,-0.3126912739561619,1,C,High,-0.29236723844833984,0,A,Medium-High,-1.4750914533764363,1,B,Medium-High,0.3384918270368255,1,A,High,-0.14976233437088218,0
0,C,Low,0.6926905455988137,1,A,High,-0.46473035789170913,1,C,Medium,-0.4427686587824476,1,A,High,-0.23487796356727203,0,B,High,-0.9320899354578008,1,C,Medium,1.568266069344248,1
0,B,Medium-High,-0.8501602133416093,1,A,Medium-High,0.7146984273848683,0,B,Medium-Low,0.9429091759787955,1,A,Medium,0.2060541982111933,0,C,Medium-High,-0.3471263504577564,1,C,High,-0.25627123322952267,1
1,C,Medium-Low,1.7463587944007437,0,B,Low,-1.8564625217750503,1,C,Low,0.19036154145906944,0,A,High,0.7213025201721325,0,A,High,0.47298220757714515,0,C,High,0.0650609125912838,1
0,B,Medium-High,0.20978979926384134,0,A,Medium,0.9376189217969938,0,C,Medium,-0.5152588197431762,1,A,High,-1.1879867564127948,0,C,Medium-High,-0.03920933902508539,1,B,Medium-Low,0.3580531311002413,0
0,C,Medium-Low,-0.5648424787709118,1,C,Medium-High,0.6052978682719663,0,B,High,1.365263920934542,0,C,High,-1.0624927467298773,0,A,Medium-High,0.5367416363178422,0,B,Low,-0.11624924297333493,1
0,C,Medium-Low,0.9111016494180675,1,A,Low,2.5920371149942847,1,B,High,0.32997037952033165,1,A,Medium-Low,1.7400074856052674,1,C,Low,-0.6312967026582564,0,C,Low,0.6584712788617281,1
0,B,Medium,0.048308691596874134,1,B,Medium-Low,-1.1810466239496982,1,A,Medium-High,0.9127743440008009,0,A,High,0.4961693168421695,1,B,Medium-High,-0.34378460410097067,1,B,Medium-Low,0.2923666275048209,1
0,A,Medium,-0.6265048233696116,1,A,High,1.0055016650635002,1,A,Medium,1.4132991348825574,1,B,Medium-High,1.1785462433540113,0,A,Medium,-1.2945507658839814,0,B,Medium-High,0.10104194174822757,1
0,C,Medium-Low,1.749894477177773,0,B,Low,-1.3576034053427892,0,A,Medium,0.01288591326245453,0,C,High,-0.21842851977304537,1,A,Low,0.39123624927437356,1,C,High,0.5612829153750779,1
0,A,Low,-0.07418652957865206,1,C,Medium-Low,-0.05911643789535885,0,B,Medium,-0.605219441604685,1,B,Medium-High,1.032132254576999,0,C,Medium,0.6240084963729751,1,B,Medium-Low,-1.0528535768687,0
1,A,Medium,-1.601243086760197,0,C,Medium-Low,0.8584185161747824,1,B,Medium,-1.3108099677392804,0,C,Medium,0.17958335605365874,1,C,Medium-High,0.17437987558591767,1,B,Medium-Low,-1.6891066973708642,0
1,C,Medium,-1.8539269455483653,0,C,Medium,0.05929543396829791,0,A,Medium-High,1.4835122711745057,0,A,Medium-High,-0.46978097441537875,0,C,High,-0.8644336919282569,0,B,Medium-High,0.5735883603920895,0
1,B,Low,1.233637047928809,1,C,Medium,-0.26598680926034124,0,A,High,-0.903772952741693,0,A,Medium,0.14845795174175455,0,A,Low,0.3572863357054043,1,B,Medium,-0.13873097296127795,1
1,C,Low,0.22967411885264583,0,A,Medium,0.5179149241769184,0,C,Medium,1.123233494110953,0,A,Medium-High,-0.1391295043747676,1,C,Low,-0.3601199609796788,1,B,Medium-Low,-1.5330184341637167,0
0,B,Medium-Low,0.9189525765529262,1,B,Medium-Low,-0.48308024923299714,1,C,Medium,-0.2929970033447036,0,B,Medium,-0.34573811728052956,1,B,High,1.9452791877151792,1,A,Low,0.2977555751342703,1
0,B,High,-0.05153044739267819,0,A,Low,-2.079256650049758,0,C,Medium-Low,0.7453143009096825,0,C,High,-0.6629822368526808,0,A,Medium,-0.5383256914376107,0,B,Medium-Low,-0.9411585829610184,0
1,B,Medium,-1.896804587114098,0,A,High,-0.31280942008378193,0,B,Low,-0.3488261130998551,1,B,Medium-Low,0.7621918874449692,1,C,Medium-High,0.2310813600249873,0,B,Medium-Low,-1.1304808991342081,0
0,A,Low,-0.9395744432841445,1,B,Medium-Low,0.40184801231945966,0,B,Low,-1.8776927409842572,1,C,Medium-Low,-0.8425418338164762,0,B,Low,-1.6112081599957506,1,A,Medium-Low,-0.8809020905518207,0
0,C,High,-0.011437878264259509,0,C,Medium,-0.691348578754841,1,C,Medium-High,-0.4308409023267294,1,C,High,-0.32241114838345925,1,C,High,-0.6351443656544405,0,B,Medium-Low,-0.21402279460639945,0
1,B,High,-1.969192770813972,1,B,Medium-High,0.9998823836941774,1,C,Medium,1.121225849767007,1,C,Low,1.099600405378939,0,B,Medium-High,0.8537551281156904,1,C,High,-2.2978826515584307,0
1,A,Low,1.130487246454351,1,C,High,0.07229224463096327,1,C,Medium-Low,-0.13472005043924262,1,A,High,0.42183293808250494,1,A,Medium-Low,-1.4192318706491105,0,A,High,-0.10947780923712144,1
0,B,Low,2.028655794714649,1,B,Medium,-1.1171098062460283,0,B,Medium,-1.5320761007896513,1,B,Medium,-0.4329518278777009,1,A,Medium-High,0.9959502638318823,1,B,Medium,2.0665875927354413,1
1,A,Medium-Low,-1.3159239956776543,0,A,Medium-High,0.6309705625366835,1,C,Low,-0.5651184370751562,0,C,High,-0.06255191068465446,1,B,Medium-High,-1.3860880688563333,0,A,Low,-1.1800534968428436,0
0,C,Medium,1.2615529019046483,0,A,Medium-High,-1.6182396553628797,1,C,Low,0.7016945414807652,1,A,High,-1.7282310040350661,1,B,High,1.1078069108170536,1,C,Medium-Low,-0.9459084988492752,0
1,B,Low,-1.0702088615231375,1,C,Low,0.7539621755197929,1,A,Medium-Low,0.6412801863523733,1,B,Low,1.546277238666761,1,A,Medium-High,-1.0432858266180227,0,A,Medium-Low,2.5099775595898657,1
1,A,Low,-0.4126245638832508,1,C,Medium-High,-0.6765302554074715,1,B,Medium-High,1.0063417466657285,0,C,Low,-0.2758776240016382,0,A,Medium-Low,1.7168088853145385,0,A,Medium-High,0.9424063687677355,1
0,A,Medium-High,-0.44703242844891805,1,C,Medium-Low,0.0007051742909681359,0,C,Medium-High,1.0394812656540644,1,B,Low,-0.288940750739547,1,A,Medium-High,0.4943214624767069,1,A,High,0.9096394999319823,1
0,A,Medium-Low,0.10437104629377937,1,A,Medium,-0.4188746333199215,0,C,Medium-Low,0.926786733657864,1,A,Medium-Low,-1.0103230898944089,0,A,Low,0.7467444695569053,1,C,High,0.46885378593698546,1
1,B,Low,0.9078363135845633,0,C,Low,0.08657518959708427,0,C,High,1.145491861138714,0,B,High,-1.1049959055770444,1,A,Low,-1.0456620697564931,1,B,Medium-Low,-1.8737933074392956,0
1,B,Medium,-0.560923673647307,1,C,Medium-Low,-2.703893417011791,0,C,Medium-Low,1.3744063107565467,0,B,Medium-High,-0.4679112744068774,0,B,Medium-High,-0.6270605369108029,0,B,Low,1.0321421705859115,0
1,C,Medium-High,0.20792590807305283,0,B,High,0.7853689750578554,1,B,Low,0.9310746115313424,1,C,Medium,3.273732609519036,0,C,Medium,1.208322902619705,1,C,High,0.1547676812258816,1
0,B,High,-0.5108461371330453,1,B,Medium-High,-0.0867549166979347,0,A,Low,1.5203754129057345,0,B,Medium-High,0.03945453004336585,0,C,Medium-High,-1.0413157624188234,0,C,Low,-1.357191567113029,0
1,B,Medium-Low,0.21700136118213517,1,C,Medium-Low,-0.1835808859496705,0,B,Medium,-0.04599026412678201,0,B,Medium-Low,-0.022149196893263636,1,A,Medium-High,-0.1879098166440893,1,C,Medium-Low,-0.4186075126445191,0
1,C,Medium,0.20902168265117346,0,A,Low,-0.5034734766817807,1,C,Medium,-1.36406039656637,1,B,High,1.4658751486731252,1,A,High,0.3664896089897355,1,A,Medium-Low,-1.893948550738826,0
0,B,Medium-High,-0.1095803395773248,1,A,High,-0.23935754017176258,0,B,High,1.617391595301514,0,B,Medium-Low,-0.6991357485329782,1,A,High,-0.7997597979254206,1,B,Low,-0.2249456842533176,0
1,B,Medium-Low,-1.753731690312709,1,B,Medium-High,-0.3359824758252233,0,B,Medium-Low,-1.1652873392260763,0,C,Medium-High,0.6939619958539166,0,A,Medium-High,0.1160412852635496,1,B,High,0.29873769924081495,0
1,C,Medium-Low,1.0958237039538226,0,A,Medium-High,-0.30817469990561164,0,A,Medium-Low,-0.3010369230512439,0,A,High,-0.051094679814868704,1,A,Medium-High,-1.1881810203515493,1,C,Medium-Low,0.533804597482145,0
1,C,Medium,0.21586202126968143,0,B,Medium,-1.6201291232860067,1,B,Medium-Low,1.0138865245515065,0,C,High,-0.29763656591741594,1,A,Low,-0.6942976151141372,0,B,Medium-High,-0.9421814790985975,0
1,C,Medium-High,1.4864038742721728,0,A,Medium-Low,0.1562819877278502,0,B,Medium-High,1.295103280762825,1,C,Medium-High,1.532106085286371,1,C,Medium,-0.7315527069857414,0,B,Medium-High,-0.0784206360754992,1
1,A,Medium-High,-1.2660582195162737,0,C,Medium-Low,-0.6355366407067918,0,C,Medium-Low,1.6091835675675805,0,C,Medium,-1.40951045891083,1,C,Medium-Low,1.151618770773748,0,B,Low,0.34869550078676537,0
0,A,Medium-Low,2.1063882985998945,0,B,High,0.6432477049055997,1,A,Medium,1.3284631752249472,0,B,High,0.5332395882743517,1,C,Medium-Low,-0.8941672676887085,1,B,Medium,0.3042159714254336,1
0,A,Low,-0.7484795427689849,1,C,Medium,0.6268771316530416,1,B,Medium-Low,-0.983942498030142,1,C,Medium,-0.7425519563324742,0,A,Medium,0.49049270698548186,1,C,Low,-0.9371731720041994,0
0,C,Medium-High,0.4700163511026261,1,B,High,0.18433460368601273,0,B,High,0.9563222896194754,1,B,Medium-High,0.12913826479817364,0,C,Medium-Low,-0.4244116445795693,0,B,Medium-High,-2.2570370464880556,0
0,B,Medium-High,0.9521822390937498,1,A,Low,1.421607430661794,0,B,Low,-0.1812517646594445,0,B,Medium-Low,0.06605168684878637,1,B,Medium-High,-0.7959437432017011,1,C,Low,-0.9996123929094736,1
0,B,Medium,-0.8129532759784694,0,A,Medium-Low,-0.2067679338381068,0,C,Low,-0.1443299144431492,1,C,Low,1.7598258129275226,1,C,Medium-Low,-0.7964700177378078,0,C,Low,-0.7393094096809321,0
1,C,Medium,-0.3803266157382569,1,C,High,-0.2138835851588262,0,C,Medium-Low,0.1257093618604103,0,A,Low,-0.6833834492158152,1,C,Medium-High,1.2687481304047377,0,B,Medium-Low,0.060705802238371416,1
1,A,Low,-1.1949317072445,1,B,Low,-0.1333048888863973,0,B,High,-0.22687586321006004,0,B,Medium-High,-0.32911573799100974,0,B,High,-0.8250191654425506,0,C,Low,-0.6855694805611235,0
0,C,Medium-Low,-1.8763865639946962,1,C,Low,-0.2826870624605446,0,B,High,-0.5650459476523003,1,C,High,-1.3158905938683352,0,B,Medium-High,-0.07465031194589164,0,A,Medium,-0.747049604981204,0
0,C,Low,0.22565896048248835,0,C,Medium-High,-2.635863976787221,0,B,Medium-Low,1.7326356270416134,0,A,Medium,-0.4780466437442008,1,C,Low,0.4629234465678418,0,A,Medium-High,1.689771091005884,1
0,C,Medium,-0.9454621624953128,0,C,Medium,-2.552405366316717,1,B,High,0.7032068194556619,0,C,Low,0.21642779013806818,1,A,Medium-Low,0.1781145834919718,0,C,High,-0.2844562708093956,0
0,B,Medium,1.1017517533885033,0,C,Medium-Low,0.16202572447669916,1,C,High,-0.8033913142961301,0,B,High,0.024717629077315124,0,B,High,0.23289620622683724,0,A,Medium-Low,-0.2975332245707198,1
0,A,Medium-Low,0.20214368193998475,1,A,Low,-1.766940184998488,1,A,Medium-Low,0.6884664544717575,0,C,Medium,1.4884628969757043,0,B,Medium-Low,-1.3304004025532146,0,B,Low,1.847418141702359,1
1,A,Low,0.58928783456359,0,A,Medium,0.8429548737478127,1,C,Medium,-0.520948136943464,0,C,High,0.22786044664200283,0,B,Low,-0.10490865907308142,1,C,Medium,-0.1188765886932618,1
0,C,Low,-0.16690858818826865,1,C,High,-1.6699575891126204,0,C,Medium,1.3545524393199426,1,A,High,-2.1151290888246166,1,C,Medium,2.1437638196632784,0,B,Medium-Low,-0.1489784855647339,0
1,C,Low,2.2030277269879823,0,C,Medium-High,1.444877299232281,1,B,Medium-High,-1.0761088910833017,1,C,Medium-High,-1.8932843128731613,1,A,High,0.32725895281383155,0,B,High,-1.381944957491295,0
1,C,High,1.6870793456895874,0,B,Medium-Low,-0.17834755037793434,1,C,Low,1.5700928179226723,1,C,Medium-High,0.677767273615492,0,A,Medium,1.2225193340295737,0,A,Medium-High,-0.32190140058809275,1
0,B,Medium-High,0.7298749471708406,1,A,Low,-0.013255338302862157,0,A,High,0.08088733453984243,0,A,Low,-0.05190848634126621,0,A,Medium-Low,-1.1326318599106753,0,B,Low,-0.3598384630511869,0
1,A,Medium-Low,0.5533919159474516,0,B,Medium-Low,0.12754309330144573,1,C,Medium,0.3549737956837438,1,C,High,-0.394979527429478,1,A,Medium-High,0.714918159663638,0,B,Medium-Low,0.04878650627704092,1
0,B,Medium-High,-1.021360242146071,0,A,Medium-Low,0.23176064491592308,0,C,Medium-Low,1.1859288637032928,0,A,Medium-High,-1.0701458446505028,0,B,High,-1.99423307996203,1,A,Low,0.14179480201430872,0
0,B,Medium-Low,-0.11817273390010548,0,B,Medium-High,-0.6739309174440744,1,C,Medium-High,0.8227791978422759,1,B,Medium,0.8188206224984874,1,B,Medium-Low,0.8495874993315808,1,B,Low,-2.2355557483072346,0
1,B,High,-0.17527874920831896,1,A,High,0.4734985947998379,0,B,Low,0.09624297415459099,0,C,Medium-Low,-0.3967192023889021,0,B,Medium-Low,-0.5769778246879262,1,B,Medium,1.7454469856580228,1
0,C,High,-0.5485387726991585,0,A,Low,0.46422429440938434,0,A,High,0.14343567278075947,0,C,Medium,-0.6123642802813305,1,B,Medium,-1.0550940433194749,1,A,High,-0.12500586085218932,0
0,A,Low,-2.162697887421433,0,C,Medium-High,-0.22495861783429988,1,B,Medium,1.8772725910049533,1,C,Medium,0.5608225428573227,1,B,Medium-High,-0.9504713653901679,1,B,Medium,0.1866391391030512,0
1,B,Low,1.1780221616306454,1,A,Medium-High,-0.4311777439217045,1,B,Medium-Low,1.1456010538569203,1,B,Medium-Low,0.06203223433148648,1,B,Medium-Low,-0.12028378559174184,0,A,Low,-1.1355061615647721,1
1,A,High,0.9008658496614513,0,B,Medium-High,0.8880930515775335,0,C,Medium,-0.02990212432740373,0,A,Medium-Low,-0.5749865953339542,1,B,Medium-High,-0.276136433403994,1,B,Medium-Low,0.9967097270085529,1
1,A,High,-2.231277387929548,0,B,Medium-High,0.21558913140543587,0,C,Medium-Low,0.440526265299078,0,C,Medium,-1.7203501234898213,1,C,Medium,-0.8563678327461118,0,B,Medium-Low,0.013030788728806494,0
1,B,Medium-Low,1.2828037287257184,0,B,High,-0.7221631643550686,1,A,Medium,-0.4435044871752422,1,B,Medium,-0.03554088762394359,1,B,Low,0.6237322448328758,0,A,Low,-0.1381819957341225,1
0,C,Medium-Low,2.2398770127756733,1,B,Medium-Low,0.03156205846008592,1,A,Medium-High,-0.07890664610496027,0,B,Medium,1.4552014958328545,0,C,Medium-High,-0.017138710771199044,0,C,Medium-Low,-0.030294546993273677,1
1,A,Low,0.4829325024181743,1,B,Medium-Low,0.7147736621691247,0,B,Low,-0.6813621102881162,0,B,Medium-Low,-0.19604993454206995,1,A,High,1.2796745373854508,0,A,High,-0.6945105231835584,1
0,B,Medium,0.9635991966687707,1,A,High,0.3908542757671594,0,B,Low,-1.129412850909056,1,A,Medium-High,-0.17616972046949333,0,C,High,-0.6997714032419757,1,A,Medium-Low,0.4242562517176414,0
0,B,High,1.559246912009367,0,C,Medium-High,0.39781251139557383,1,A,Medium-Low,1.4613170344272006,0,B,Medium-High,-1.2363086353880732,1,A,Low,0.5197356703492504,0,A,High,-0.9939905019049882,1
1,C,Medium,-1.119926588130583,0,B,Medium-High,-0.07704225738888608,1,B,Medium-Low,-1.3016055093098924,0,A,Medium-High,1.0871066296550185,1,B,Low,-0.8932729961489857,0,A,Low,-0.9145963959447584,0
0,C,Medium,-0.28836274344991125,1,A,Low,-0.7755921350540481,0,A,Medium,1.1272147461891069,1,B,Low,-0.569727354294456,1,A,Medium,0.5078989701825063,1,A,Medium-Low,-0.26006189246052697,0
0,C,Medium-High,-0.49676791260720177,0,C,Medium,-1.5762051190285664,1,C,Low,-1.3342712056681991,0,A,Low,0.9336378099185759,1,A,Medium,-0.47228302695402036,0,B,Medium,-0.8775270544890518,0
1,A,High,1.343180315310279,1,B,Low,0.6112855611640198,0,B,High,-1.1422256856637185,0,C,Low,-1.7653462251032848,1,C,Medium,1.9975336616993484,0,C,Medium,0.8715611368997185,1
1,B,High,0.4926125536152301,1,A,Medium,-0.7784781547969075,0,C,Medium-Low,0.13272478196507748,0,B,Low,-0.844757209541524,0,B,Low,-1.7870101399274811,0,C,Medium-Low,0.9951670842660155,0
1,B,High,-1.2172460381338375,1,A,Medium,-0.1541369080807825,0,C,High,-0.9389328439841016,1,C,Medium,1.1565190682543256,0,C,Medium-High,-0.5241999474463567,1,B,High,1.4439747492135908,0
0,C,Medium-Low,-0.4941115214902533,1,B,Low,-1.2326292607354363,0,A,Medium-High,1.0921771885391662,0,A,Low,0.45762778673743193,0,B,Low,-1.0669626130350134,1,B,Medium-Low,1.3637479802157502,1
0,A,Medium-High,0.312078694212393,0,C,High,-0.4072837148329235,0,A,Medium-Low,-0.3464067317090228,0,C,Medium,-1.117495919980182,1,C,Medium,-0.8568071350654033,0,B,Medium-High,0.7722545318300592,0
1,A,Medium,-0.28841106313217035,1,B,Medium-High,0.515274441777975,0,B,Medium-High,0.7310822620417095,0,A,Medium-Low,0.7844085570987454,0,B,High,-1.3859393029800997,0,A,High,-1.5894734598777163,0
1,C,Medium,-0.4968991381861889,0,B,Medium,0.7772413374010267,1,A,Low,-0.5687171084170571,1,B,Low,-1.1452317093210933,0,C,Medium-Low,-0.7479755177214924,0,B,Medium,0.08053307251074053,0
0,C,Low,-0.0906919218567347,1,A,Medium-Low,-1.6444833765783022,1,B,Medium,0.03394734867407033,0,B,Medium-Low,-0.03105160129316709,0,B,Medium,-0.25575826212297426,0,A,Medium,1.711247376024822,0
0,A,Medium-Low,-0.04861685290008219,0,A,Medium-High,-0.34418511680689834,1,B,High,2.9005271296201696,1,A,High,0.9972225584105423,0,B,Medium-High,-0.992842333199398,1,B,High,-0.28234804786070905,1
0,B,Medium-High,2.4937787492605494,0,A,Medium-High,0.3520653425356431,1,B,Medium-High,-1.6285225038824505,0,A,Low,1.4751449162237014,1,C,Medium-High,-0.6857214476333533,1,B,Medium,1.068755184513159,1
1,A,Medium,-0.2743558711249979,1,B,Medium-Low,0.6284858363115909,1,C,Medium-Low,-0.05403552187344811,1,A,Medium-Low,-0.6605514299151252,1,C,High,-1.302368434275407,1,C,High,0.7474460225310092,0
1,A,Medium-Low,-0.8962750511894744,1,C,Medium-Low,-0.01638101598592347,0,A,High,0.22929222412469416,0,C,High,-0.30071578253362996,0,B,Low,0.3927237650634488,0,B,Medium-Low,-0.6614801834634193,0
1,C,Medium-Low,-0.5164340383104966,0,C,Medium,1.0254712025326662,0,B,High,-1.0170329809408754,0,B,High,-0.561591392820588,0,C,Low,0.2901909806384908,0,A,Medium-High,0.25994371402160793,0
0,A,Medium-High,1.9519815094011195,0,B,High,-1.1226196510876962,1,B,High,0.41160200894190113,0,A,Medium-High,-1.0137316877216564,1,C,Medium-High,0.421028787217834,1,A,Low,-0.15997463605303477,1
0,C,Low,-0.41758303090914084,0,C,Low,0.5543590110231705,0,C,High,-0.9041483827579925,1,B,Medium-High,-1.3775228936918218,0,B,High,-1.1506648064940044,1,B,Medium-High,-0.6414032605253228,0
1,C,Low,0.34835698437694723,1,A,High,-0.8036830647114271,1,C,Low,0.8810878628283966,1,C,Medium-High,0.8958628680674189,0,B,Medium-High,0.4059535363459294,1,A,High,-1.352701460380288,1
0,C,Medium,-0.4092892411432024,0,C,Medium,-0.5396740094010801,1,B,High,0.8064399905089427,1,A,Medium-Low,-0.7927218032208662,1,B,Low,-1.31987851475106,0,A,Medium-Low,0.6847973283919605,0
0,C,Medium-Low,0.5782414485613293,1,B,Medium-High,1.8441288046195423,1,A,Low,1.1210283935759449,1,B,Medium,0.2825448481477087,1,C,Medium,1.7057649942836124,0,A,Medium-Low,0.5068985887366088,1
1,B,Low,1.1530969278528334,1,A,Medium-High,0.22501454568757862,0,A,High,0.03784520495800838,0,A,Medium,-0.39465970691801877,1,A,Medium-High,-0.6074656925213564,0,A,Medium-Low,0.7249886323127215,1
1,C,Medium,0.0479556703715377,0,A,High,-0.09885474570651406,1,B,Low,-0.39296900339948027,0,C,Medium-High,1.1886477717270911,0,B,Medium-High,1.248026563340551,1,A,Medium-Low,0.7711290688932328,1
1,C,Medium-High,-0.6153484916964936,0,B,High,-0.39029039259185033,0,A,Low,0.4831335560057835,0,C,Medium-High,-0.885124797667044,0,A,Medium-High,-1.8163254045317163,1,B,Low,-0.8478252222920343,0
0,C,Medium-High,0.17177415901632256,1,A,Medium-Low,-1.274089394173312,1,B,High,1.2321017712537425,0,C,Medium-Low,-0.44849131638029305,1,C,High,-0.12826754982150665,0,B,Medium-High,-0.6942088093251935,0
0,B,Medium-Low,0.65787829780028,0,C,Medium,0.9284129946733224,1,C,High,-0.672139918372569,0,A,High,-1.8010154640207534,1,B,Medium-Low,1.6664869868598586,1,A,Medium-High,-0.661626315835199,1
1,B,Medium,-1.008044509150147,0,C,Low,-0.5439138827160797,1,A,High,0.968255987109258,0,B,High,0.5816473021632205,1,C,Medium,1.344982264571081,0,A,High,-0.46946649959648945,1
0,B,Medium-High,1.916257947680379,0,C,High,0.9459755829143286,0,C,Low,-1.5135627688883275,1,A,Medium,0.48317024290619187,1,C,Medium-Low,1.4128282342821765,1,A,Medium-Low,-1.3241235304931063e-05,1
1,A,Medium-Low,0.7220866795735168,0,A,Low,0.46502349780442587,0,A,High,0.5683401891378027,1,A,High,-1.049193982120075,1,A,Medium,-1.0421396522980488,0,C,Medium-High,0.46793035970736097,1
1,A,High,-0.3927836759654332,0,B,Medium,-1.3997343507811664,1,C,Low,-0.3996746331358956,1,C,Medium,0.4646101141503498,1,B,Medium-High,-0.4464606398787093,0,C,Medium-Low,0.27285243678670873,0
0,B,High,1.2297035647950207,1,A,Medium-Low,1.3267437729107268,0,C,Medium-High,1.4644510363970513,1,C,Medium-High,-0.9787210137901196,1,A,Medium-High,1.1655098672723112,0,A,Low,0.06310702212957088,1
1,A,Medium-High,0.8940549664232311,1,C,High,2.2434141399514815,1,A,High,0.31751119430180647,1,A,Medium-High,1.7941590449273652,0,B,High,-0.5347139797806376,0,A,Low,-1.6633440414733691,1
1,A,Low,-0.7031367233470043,1,B,High,-1.2291103836293782,0,C,Medium-High,-0.3093384567534944,0,A,Medium,1.2685050830241598,1,C,Medium-Low,0.6073301133986353,1,A,Medium,0.7592435265681877,1
0,C,Low,-1.6106119989768797,1,A,High,-2.0118527927619723,1,C,Medium,-0.4559719299570892,0,C,Medium-High,1.1745428361513077,1,B,Medium-High,0.7077203415728768,1,C,Medium,0.32142246796285,0
0,B,Low,-0.8991024715218499,1,C,Medium-High,0.8472421722634034,1,C,High,-0.7457181383721994,1,A,High,0.6493318495600686,0,C,High,1.2415571703782977,0,C,Low,1.4816829556020488,1
